index,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Stream,upload_date,dias_na_plataforma,spotify_upload
3803,Los Palmeras,https://open.spotify.com/artist/2Htm0q72SjGSmsy8EOIhRG,Killer Bombón,SnipeZ,album,spotify:track:4ewveBhsiWWexO614gPy9z,0.742,0.621,9.0,-5.133,0.0698,0.161,0.0,0.119,0.574,81.994,160181.0,11458705.0,2022-09-01 22:00:09,158,2022-10-27
3805,Los Palmeras,https://open.spotify.com/artist/2Htm0q72SjGSmsy8EOIhRG,Tu Marca,Tu Marca,single,spotify:track:4kdEmhRyZcLbwhSTqjc4vH,0.724,0.758,2.0,-4.94,0.0942,0.37,0.0,0.261,0.804,90.037,210236.0,422030.0,2023-01-05 22:00:16,32,2023-01-05
3806,Los Palmeras,https://open.spotify.com/artist/2Htm0q72SjGSmsy8EOIhRG,Jurabas Tú,ADN (Capítulo D),album,spotify:track:0dfPwLPCAJRqWjeqLMTYYs,0.663,0.873,9.0,-5.978,0.0315,0.0212,5.12e-06,0.0724,0.783,98.039,197217.0,4416836.0,2022-02-10 21:40:43,361,2022-04-01
3817,Raça Negra,https://open.spotify.com/artist/1RnHJ07H3jcpay9PrUPjnt,É Tarde Demais / Cheia de Manias - Ao Vivo Em Goiânia,No Pelo 360° (Ao Vivo Em Goiânia),single,spotify:track:4He5gwFJJ8GooWGBmK3XEv,0.394,0.873,4.0,-5.716,0.123,0.282,0.0,0.388,0.507,104.985,321711.0,3509543.0,2022-09-04 15:00:29,155,2022-09-04
3819,Raça Negra,https://open.spotify.com/artist/1RnHJ07H3jcpay9PrUPjnt,Quando Te Encontrei / Cigana / Cheia de Manias - Ao Vivo,Quando Te Encontrei / Cigana / Cheia de Manias (Ao Vivo),single,spotify:track:2S2gZlCWZwJVhYotyrB2h7,0.34,0.845,5.0,-7.011,0.0625,0.535,5.85e-06,0.489,0.671,86.044,311477.0,503699.0,2023-01-20 14:45:09,17,2023-01-18
3820,Raça Negra,https://open.spotify.com/artist/1RnHJ07H3jcpay9PrUPjnt,Cigana - Ao Vivo,Raça Negra e Amigos II (Ao Vivo),album,spotify:track:4vTI1wFRtzrk4GQNHjG8fx,0.655,0.63,0.0,-6.717,0.0353,0.47,0.0,0.589,0.355,141.981,195875.0,27107941.0,2022-06-23 15:00:21,228,2017-08-25
3824,Raça Negra,https://open.spotify.com/artist/1RnHJ07H3jcpay9PrUPjnt,Vida Cigana / Maravilha / Jeito Felino - Ao Vivo,Confia (Ao Vivo),album,spotify:track:4TGM7Ao2goY1FQ57z9Xqcx,0.44,0.793,2.0,-7.542,0.0752,0.762,2.09e-05,0.273,0.738,159.977,323536.0,258592.0,2023-01-19 10:01:11,18,2023-01-20
3840,Twista,https://open.spotify.com/artist/6vbY3hOaCAhC7VjucswgdS,Bars of Death,Bars of Death,single,spotify:track:7guv7CVYtK0qJIJRxCJ8vV,0.585,0.757,7.0,-6.242,0.3,0.121,0.0,0.276,0.491,83.33,156363.0,138395.0,2023-01-26 23:23:04,11,2023-01-20
3842,Alonzo,https://open.spotify.com/artist/2z2TRvloJt4EfUNQp9rHAi,TOUT VA BIEN (feat. Ninho & Naps),QUARTIERS NORD,album,spotify:track:6OZwia8loN0aPS0vTvsBjR,0.66,0.72,3.0,-5.874,0.0753,0.301,0.0,0.226,0.628,99.937,192960.0,92379552.0,2022-06-29 16:00:14,222,2022-05-20
3844,Alonzo,https://open.spotify.com/artist/2z2TRvloJt4EfUNQp9rHAi,TRAFICANTE,QUARTIERS NORD,album,spotify:track:3mTOTW2KnH9pJlpy5o3cJK,0.785,0.834,5.0,-6.336,0.0658,0.045,0.0,0.0777,0.686,133.945,189627.0,32160721.0,2022-03-03 17:00:27,340,2022-05-20
3847,Alonzo,https://open.spotify.com/artist/2z2TRvloJt4EfUNQp9rHAi,BALI - Bonus Track,QUARTIERS NORD,album,spotify:track:7KREJ62hVm71DfV5zRGBNl,0.52,0.643,7.0,-5.308,0.107,0.0912,0.0,0.109,0.315,130.821,170120.0,3851048.0,2022-09-15 12:01:13,144,2022-05-20
3858,Teoman,https://open.spotify.com/artist/40KlwpvpKEQtZTJgbml8lT,Bir Kış Sabahı,Rock and Roll,album,spotify:track:1Z9LBRj8lhzTOmf4nBo7tl,0.616,0.734,2.0,-4.869,0.041,0.0131,6.28e-06,0.148,0.489,119.809,216880.0,4412097.0,2022-08-18 21:00:12,172,2022-08-19
3880,James Horner,https://open.spotify.com/artist/3PhL2Vdao2v8SS8AptuhAr,Rose,Titanic: Original Motion Picture Soundtrack - Collector's Anniversary Edition,album,spotify:track:2yEt5pA29CwKNXSplwnhgn,0.168,0.0393,5.0,-24.569,0.0395,0.86,0.942,0.131,0.0387,112.426,172520.0,39859451.0,2022-11-22 08:00:18,76,1997
3882,James Horner,https://open.spotify.com/artist/3PhL2Vdao2v8SS8AptuhAr,Hymn to the Sea,Titanic: Original Motion Picture Soundtrack - Collector's Anniversary Edition,album,spotify:track:7HEgOGOTgdOsyu7WKvduJ9,0.161,0.085,4.0,-22.069,0.0415,0.798,0.446,0.0941,0.0392,109.161,385720.0,29936883.0,2022-11-08 08:00:17,90,1997
3894,Playero,https://open.spotify.com/artist/2YTyoyU90b3CF5x91YjVaQ,DE CAROLINA,SATURNO,album,spotify:track:7xQdrZO18sSodsnJ7XCqto,0.795,0.958,7.0,-1.674,0.116,0.17,1.34e-06,0.251,0.927,110.977,181622.0,24467112.0,2022-12-08 17:00:10,60,2022-11-11
3895,Playero,https://open.spotify.com/artist/2YTyoyU90b3CF5x91YjVaQ,Playero Street Mix 2 Radio Version,"Underground Reggaeton ""The Best Of Radio Version"", Vol. 1",compilation,spotify:track:1iyS2ur2NqtiwQTSWHZq5Q,0.78,0.585,6.0,-11.202,0.2,0.00224,0.000195,0.274,0.805,106.333,273624.0,1299227.0,2022-04-06 14:59:59,306,2011-02-03
3896,Playero,https://open.spotify.com/artist/2YTyoyU90b3CF5x91YjVaQ,Street - Radio Version,Playero Greatest Hits Street Mix,compilation,spotify:track:0nPYaR3vtV0wefpcKkjMim,0.653,0.575,10.0,-12.47,0.218,0.0221,0.0147,0.115,0.379,104.328,292000.0,412790.0,2022-04-06 15:52:00,306,1995-02-03
3902,Ati242,https://open.spotify.com/artist/6bGOmNBU1AOgttgOjh0ldf,25,25,single,spotify:track:4HuB9A0O1XwmwTVtTgODm8,0.735,0.743,11.0,-8.21,0.153,0.318,0.0,0.131,0.414,120.031,210044.0,28983189.0,2022-05-12 21:01:19,270,2022-05-13
3903,Ati242,https://open.spotify.com/artist/6bGOmNBU1AOgttgOjh0ldf,Inzaghi,Natural Born Digga,single,spotify:track:36S6sHnPZ0VBjD4uLbNXM7,0.406,0.852,0.0,-6.519,0.193,0.173,0.0,0.389,0.727,132.06,161857.0,27334275.0,2022-07-21 17:01:09,200,2022-07-15
3905,Ati242,https://open.spotify.com/artist/6bGOmNBU1AOgttgOjh0ldf,Gülşen,Gülşen,single,spotify:track:3dW8hIO3NKlt6DrLPAVYsx,0.675,0.765,0.0,-6.715,0.294,0.163,0.0,0.34,0.576,139.931,146239.0,7312025.0,2022-07-07 21:01:24,214,2022-07-08
3906,Ati242,https://open.spotify.com/artist/6bGOmNBU1AOgttgOjh0ldf,Vurdum,Natural Born Digga,single,spotify:track:6wc2Mp57jtYJsNOIiIsFvp,0.744,0.725,7.0,-6.959,0.296,0.267,0.0,0.101,0.591,141.974,164810.0,3845232.0,2022-07-14 10:08:56,207,2022-07-15
3907,Ati242,https://open.spotify.com/artist/6bGOmNBU1AOgttgOjh0ldf,FESTİVAL,FESTİVAL,single,spotify:track:7jQri0CCEkeOGt7fedmmsu,0.808,0.829,7.0,-7.852,0.157,0.237,0.000276,0.111,0.484,140.988,152497.0,11817763.0,2022-03-31 10:03:15,312,2022-04-01
3918,Los Dareyes De La Sierra,https://open.spotify.com/artist/1ZMJSCQw8DIefcLb1FIpY0,Malas Rachas (En Vivo),Malas Rachas (En Vivo),single,spotify:track:3tJgIzFi8JfNNr2SukMISp,0.628,0.766,3.0,-4.946,0.0378,0.319,1.62e-06,0.0662,0.741,119.892,256755.0,13276768.0,2022-12-23 23:53:49,45,2022-08-19
3919,Los Dareyes De La Sierra,https://open.spotify.com/artist/1ZMJSCQw8DIefcLb1FIpY0,30 Blindadas,30 Blindadas,single,spotify:track:1DSEdQdvhbBfXmDkQNZbzf,0.778,0.567,2.0,-5.243,0.0372,0.0852,0.0,0.0911,0.53,95.036,126293.0,3182413.0,2022-12-21 17:07:02,47,2022-12-16
3921,Los Dareyes De La Sierra,https://open.spotify.com/artist/1ZMJSCQw8DIefcLb1FIpY0,Tolin Infante (En Vivo),Tolin Infante (En Vivo),single,spotify:track:3xnxQoLbFAPqVzbZdhf37m,0.702,0.783,2.0,-3.079,0.028,0.148,0.0,0.128,0.926,119.313,242089.0,799466.0,2022-01-29 00:00:11,373,2022-12-16
3922,Los Dareyes De La Sierra,https://open.spotify.com/artist/1ZMJSCQw8DIefcLb1FIpY0,Los Benjamines,Los Benjamines,single,spotify:track:5YHQqBnzB1UWcwKoDiFK6b,0.713,0.641,9.0,-6.08,0.0322,0.785,0.0,0.225,0.928,100.023,166285.0,203214.0,2022-12-10 00:15:26,58,2022-12-09
3940,Roop Kumar Rathod,https://open.spotify.com/artist/03SZmfKAgYRQKUwy0EoJUa,Maula Mere Maula - LoFi,Lofi Chill Mix,compilation,spotify:track:46GutlWtGFqHEWYNP8Ff7N,0.508,0.535,10.0,-6.784,0.0325,0.0177,0.894,0.115,0.162,117.057,151847.0,2394326.0,2022-06-14 11:30:08,237,2021-12-30
3954,Iggy Pop,https://open.spotify.com/artist/33EUXrFKGjpUSGacqEHhU4,Comments,EVERY LOSER,album,spotify:track:59QajhlzAmlJ1wIRwzLxv8,0.548,0.926,5.0,-3.919,0.0855,0.000545,0.226,0.108,0.472,154.957,233752.0,587447.0,2023-01-06 05:00:20,31,2023-01-06
3955,Iggy Pop,https://open.spotify.com/artist/33EUXrFKGjpUSGacqEHhU4,Morning Show,EVERY LOSER,album,spotify:track:2nOlu2nR0TzDooI0zc8HXj,0.474,0.67,0.0,-6.846,0.0299,0.00964,0.407,0.124,0.262,81.921,227167.0,328897.0,2023-01-06 05:00:12,31,2023-01-06
3956,Iggy Pop,https://open.spotify.com/artist/33EUXrFKGjpUSGacqEHhU4,New Atlantis,EVERY LOSER,album,spotify:track:6XMvpM1luxKj9gCwvifL2D,0.543,0.925,1.0,-3.822,0.0394,0.0257,0.00333,0.166,0.502,110.07,248096.0,302284.0,2023-01-06 05:00:09,31,2023-01-06
3957,Barry White,https://open.spotify.com/artist/3rfgbfpPSfXY40lzRK7Syt,Just The Way You Are,Barry White - The Collection,compilation,spotify:track:1Xf1lWBSml62NG1du3Ro14,0.564,0.327,9.0,-14.63,0.0494,0.166,3.45e-05,0.149,0.309,74.948,289107.0,95417530.0,2022-02-11 17:00:28,360,1988-09-12
3958,Barry White,https://open.spotify.com/artist/3rfgbfpPSfXY40lzRK7Syt,Let The Music Play - Single Version,Let The Music Play (Expanded Edition),album,spotify:track:75pBjCi8cxfkp4xd68uo6O,0.537,0.812,10.0,-6.257,0.0472,0.0149,0.0,0.153,0.752,99.323,210387.0,65582552.0,2022-02-04 17:00:40,367,1976-01-02
3961,Phoenix,https://open.spotify.com/artist/1xU878Z1QtBldR7ru9owdU,After Midnight,Alpha Zulu,album,spotify:track:21rpBPAlXAvBavvu5kCQzs,0.618,0.811,11.0,-6.654,0.0322,0.00245,0.199,0.0779,0.779,100.01,191733.0,5072229.0,2022-11-04 16:45:08,94,2022-11-04
3962,Phoenix,https://open.spotify.com/artist/1xU878Z1QtBldR7ru9owdU,Tonight (feat. Ezra Koenig),Alpha Zulu,album,spotify:track:2Xl9SgLTp16bHEVdmUuJPi,0.671,0.736,8.0,-6.705,0.0344,0.0547,0.00381,0.111,0.89,141.967,246707.0,7331723.0,2022-09-07 16:00:07,152,2022-11-04
3963,Phoenix,https://open.spotify.com/artist/1xU878Z1QtBldR7ru9owdU,Artefact,Alpha Zulu,album,spotify:track:5DAkzBJ48N7z6lwY4eZ0PP,0.705,0.636,6.0,-5.734,0.0274,0.00784,9.16e-05,0.221,0.63,112.025,204440.0,1484138.0,2022-11-04 04:00:15,94,2022-11-04
3964,Phoenix,https://open.spotify.com/artist/1xU878Z1QtBldR7ru9owdU,Winter Solstice,Alpha Zulu,album,spotify:track:0rZQyxhJgVBSHXEyr7LDlg,0.45,0.48,4.0,-11.14,0.164,0.117,0.0658,0.11,0.352,99.939,236240.0,3709764.0,2022-10-20 04:00:10,109,2022-11-04
3965,Phoenix,https://open.spotify.com/artist/1xU878Z1QtBldR7ru9owdU,Alpha Zulu,Alpha Zulu,album,spotify:track:3cczdpndCyT8IpH5cm1IbJ,0.724,0.7,1.0,-6.571,0.043,0.0535,0.108,0.0851,0.935,126.045,172040.0,7521595.0,2022-06-07 14:00:30,244,2022-11-04
3984,Bonobo,https://open.spotify.com/artist/0cmWgDlu9CwTgxPhf403hb,Fold,Fold,single,spotify:track:3yaAqfGcXeC02j88iaoebG,0.792,0.861,2.0,-6.838,0.0476,0.0472,0.838,0.107,0.0888,127.999,335384.0,538571.0,2023-01-24 12:00:21,13,2023-01-24
3987,Bonobo,https://open.spotify.com/artist/0cmWgDlu9CwTgxPhf403hb,Shadows,Fragments,album,spotify:track:7aLYQgzGLy8duSSdTJa1ik,0.658,0.576,10.0,-10.976,0.036,0.0913,0.393,0.107,0.593,114.029,285093.0,11727224.0,2022-01-19 14:00:20,383,2022-01-14
3988,Bonobo,https://open.spotify.com/artist/0cmWgDlu9CwTgxPhf403hb,From You,Fragments,album,spotify:track:6t2gHlvw7kTK6M7M5f7S6K,0.655,0.499,0.0,-10.039,0.0433,0.569,0.763,0.111,0.255,140.022,210280.0,10251667.0,2022-01-03 05:00:22,399,2022-01-14
3989,Bonobo,https://open.spotify.com/artist/0cmWgDlu9CwTgxPhf403hb,Polyghost,Fragments,album,spotify:track:0JL9dXZ2tjMabWjVjeutKH,0.298,0.228,3.0,-19.981,0.0367,0.927,0.847,0.11,0.0839,127.917,108800.0,4975756.0,2022-01-14 05:00:25,388,2022-01-14
3992,Billie Holiday,https://open.spotify.com/artist/1YzCsTRb22dQkh9lghPIrp,Solitude,Solitude,album,spotify:track:30QD4VRP9yEneOh0eGTrtJ,0.462,0.15,8.0,-13.531,0.0522,0.984,0.000902,0.105,0.19,98.66,207600.0,33847308.0,2022-06-07 16:00:24,244,1956-01-01
3993,Billie Holiday,https://open.spotify.com/artist/1YzCsTRb22dQkh9lghPIrp,Blue Moon,Solitude,album,spotify:track:1pZn8AX1WulW8IO338hE5D,0.639,0.269,8.0,-11.435,0.0698,0.982,0.12,0.141,0.539,124.866,207827.0,47465412.0,2022-06-07 16:00:38,244,1956-01-01
3999,Smash Mouth,https://open.spotify.com/artist/2iEvnFsWxR0Syqu2JNopAd,All Star - Owl City Remix,All Star (Owl City Remix),single,spotify:track:1sXeyFJMg1NM8fCS2pRWs0,0.757,0.659,6.0,-6.16,0.0414,0.148,0.0,0.277,0.624,104.008,270285.0,2029410.0,2022-05-12 10:04:06,270,2022-05-13
4033,Kenny Dope,https://open.spotify.com/artist/1TrfxjXu8quyDw05p2bacX,Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),single,spotify:track:7MIhUdNJtaOnDmC5nBC1fb,0.687,0.818,0.0,-4.221,0.0778,0.0112,0.0,0.248,0.886,125.952,165753.0,119404905.0,2022-06-24 15:00:12,227,2022-06-17
4034,Kenny Dope,https://open.spotify.com/artist/1TrfxjXu8quyDw05p2bacX,Deep Down (feat. Never Dull) - Club Mix,Deep Down (feat. Never Dull) [Club Mix],single,spotify:track:4HjJTAkB8yAFlTClmECqWU,0.679,0.935,9.0,-5.474,0.0599,0.00408,0.618,0.253,0.717,126.005,245714.0,2446035.0,2022-06-17 15:00:51,234,2022-07-22
4035,Kenny Dope,https://open.spotify.com/artist/1TrfxjXu8quyDw05p2bacX,Deep Down (feat. Never Dull) - Nathan Dawe Remix,Deep Down (feat. Never Dull) [Nathan Dawe Remix],single,spotify:track:6Ku2dAf2mm5ne7tT7QUbdF,0.675,0.758,9.0,-5.71,0.0553,0.00476,0.0,0.0823,0.535,125.943,166463.0,1483206.0,2022-08-19 14:00:31,171,2022-08-19
4036,Kenny Dope,https://open.spotify.com/artist/1TrfxjXu8quyDw05p2bacX,Deep Down - Never Dull's In My Mind Edit,Deep Down (feat. Ella Eyre & Crystal Waters) [Never Dull's In My Mind Edit],single,spotify:track:1kmQ47Sk87vxAN7TAiBpaX,0.701,0.84,0.0,-5.006,0.0706,0.0472,0.0,0.393,0.677,122.025,215394.0,911699.0,2022-09-30 14:30:57,129,2022-09-30
4037,Kenny Dope,https://open.spotify.com/artist/1TrfxjXu8quyDw05p2bacX,Deep Down (Acoustic Version) (feat. Never Dull),Deep Down (Acoustic Version) (feat. Never Dull),single,spotify:track:4Sea2XMlbP2Yt8E5CMwvbb,0.786,0.401,2.0,-5.777,0.112,0.855,0.0,0.134,0.671,116.9,188528.0,1240137.0,2022-09-13 14:00:17,146,2022-09-09
4038,Kenny Dope,https://open.spotify.com/artist/1TrfxjXu8quyDw05p2bacX,Deep Down (feat. Never Dull) - Friend Within Remix,Deep Down (feat. Never Dull) [Friend Within Remix],single,spotify:track:2pOVv3ykWuc7xWRR5Tad2c,0.698,0.961,6.0,-4.755,0.0578,0.0919,0.364,0.745,0.641,129.995,160846.0,594818.0,2022-08-12 16:25:50,178,2022-08-12
4039,Kenny Dope,https://open.spotify.com/artist/1TrfxjXu8quyDw05p2bacX,Deep Down (feat. Never Dull) - Paul Mayson Remix,Deep Down (feat. Never Dull) [Paul Mayson Remix],single,spotify:track:1d6cJdvEoOlL5wj39NSG8U,0.669,0.889,0.0,-5.413,0.0442,0.0091,0.00263,0.137,0.576,127.952,191930.0,185155.0,2022-08-24 15:00:12,166,2022-08-24
4064,Craig David,https://open.spotify.com/artist/2JyWXPbkqI5ZJa3gwqVa0c,DNA,22 (Deluxe),album,spotify:track:0FfC67AEwBvtTWWfzzWo0m,0.672,0.881,9.0,-3.142,0.0447,0.0588,0.0,0.406,0.68,122.012,177213.0,8704969.0,2022-08-31 17:00:11,159,2022-09-30
4106,TobyMac,https://open.spotify.com/artist/5VX8hxrcfJWwaTLiqGUHG3,Cornerstone (feat. Zach Williams),Life After Death,album,spotify:track:56GZHQ4E3i9w9xgRkzitd4,0.574,0.751,9.0,-6.063,0.0317,0.215,0.0,0.352,0.535,166.015,219267.0,3073728.0,2022-08-19 14:53:20,171,2022-08-19
4108,TobyMac,https://open.spotify.com/artist/5VX8hxrcfJWwaTLiqGUHG3,The Goodness (feat. Blessing Offor),Life After Death,album,spotify:track:5OqnfFu7rdE3DEe0GoWkd7,0.71,0.609,6.0,-6.162,0.114,0.0347,0.0,0.0914,0.743,148.009,225240.0,4954761.0,2022-07-01 16:00:11,220,2022-08-19
4119,Jadakiss,https://open.spotify.com/artist/5pnbUBPifNnlusY8kTBivi,Traffic Jam,Gunehgar,album,spotify:track:5TFA0lRV0EtscGYI1784PL,0.697,0.894,1.0,-6.389,0.386,0.202,0.0,0.272,0.709,87.633,211525.0,2411446.0,2022-11-09 18:30:38,89,2022-11-10
4122,Jadakiss,https://open.spotify.com/artist/5pnbUBPifNnlusY8kTBivi,New York (feat. A Boogie Wit Da Hoodie & Jadakiss),Rebel vs. Rowdy,album,spotify:track:1HVVrtjLvEQx8oinUYI5Nv,0.465,0.546,5.0,-8.749,0.295,0.077,0.0,0.314,0.186,97.886,235200.0,4421606.0,2022-07-15 14:00:32,206,2022-07-15
4124,Jadakiss,https://open.spotify.com/artist/5pnbUBPifNnlusY8kTBivi,JADAKISS INTERLUDE (feat. Jadakiss),GOD DID,album,spotify:track:39zh5ufK1qVSOh6fJk4hNl,0.477,0.845,11.0,-5.505,0.311,0.00314,0.0,0.397,0.414,83.101,172499.0,3352657.0,2022-09-02 17:30:01,157,2022-08-26
4125,Jadakiss,https://open.spotify.com/artist/5pnbUBPifNnlusY8kTBivi,Comfortable,Comfortable,single,spotify:track:10zQ7RusGiAimQv92m9wlj,0.759,0.607,10.0,-8.744,0.371,0.00767,0.0,0.354,0.576,168.107,216268.0,1165658.0,2022-09-09 16:58:49,150,2022-09-09
4171,Nusrat Fateh Ali Khan,https://open.spotify.com/artist/5HcunTidTUrOaf8V0iJcvl,Mere Baad Kisko Sataoge (Lo-Fi),Mere Baad Kisko Sataoge (Lo-Fi),single,spotify:track:7hpUWaCdqgQJHTVe2hqZob,0.346,0.495,8.0,-8.276,0.0718,0.273,0.0,0.165,0.33,203.983,99583.0,9987028.0,2022-05-15 05:13:52,267,2022-05-11
4199,Udo Lindenberg,https://open.spotify.com/artist/7iWcRnQMinCoV2u5ICgsW0,Komet,Komet,single,spotify:track:7oQepKHmXDaPC3rgeLRvQu,0.55,0.5,7.0,-5.779,0.045,0.285,0.0,0.116,0.351,115.016,167357.0,12865834.0,2023-01-19 23:00:03,18,2023-01-19
4216,Santiago Ziesmer,https://open.spotify.com/artist/5isi7xwETQC1HbzQSaOufS,Kapitel 5.2 & Kapitel 6.1 - Die kleine Hexe - Das Hörspiel,Die kleine Hexe - Das Hörspiel,album,spotify:track:3SiBe9HRopGnuzfl4s2pWw,0.599,0.241,10.0,-17.925,0.915,0.734,0.0,0.484,0.631,84.929,286933.0,,2022-03-25 23:48:00,318,2013
4226,Belo,https://open.spotify.com/artist/7hLjkyL9Pz9xtQNahzJZki,Supera / Luz das Estrelas / Ainda É Cedo pra Dizer Bye Bye / Desafio - Ao Vivo,Belo In Concert (Espaço das Américas) [Ao Vivo],album,spotify:track:5YVjkwjEqBpFV1AjJAmb4P,0.446,0.684,2.0,-7.631,0.0433,0.654,1.69e-06,0.857,0.676,85.273,360816.0,1522354.0,2022-07-22 12:04:34,199,2022-12-09
4252,Leon James,https://open.spotify.com/artist/0wv5i0ds2z040yx7oL6UZy,"Gundellonaa (From ""Ori Devuda"")","Gundellonaa (From ""Ori Devuda"") - Single",single,spotify:track:67I2ref0Bz0lLOzzzANTHG,0.688,0.731,0.0,-6.665,0.108,0.324,0.0,0.326,0.566,132.194,200114.0,21040555.0,2022-11-13 05:35:10,85,2022-10-12
4253,Leon James,https://open.spotify.com/artist/0wv5i0ds2z040yx7oL6UZy,"Almost Padipoyindhe Pilla (From ""Das Ka Dhamki"")","Almost Padipoyindhe Pilla (From ""Das Ka Dhamki"") - Single",single,spotify:track:3d4BUW2iX1HagWRRkat9l7,0.528,0.853,9.0,-6.398,0.256,0.456,0.0,0.564,0.934,111.983,213242.0,6450060.0,2022-12-23 05:30:10,45,2022-12-07
4257,Leon James,https://open.spotify.com/artist/0wv5i0ds2z040yx7oL6UZy,"Avunanavaa (From ""Ori Devuda"")","Avunanavaa (From ""Ori Devuda"") - Single",single,spotify:track:7goimum9y9Nb030Frh6K3R,0.582,0.597,7.0,-6.529,0.0329,0.493,0.0,0.144,0.337,142.548,283184.0,4366511.0,2022-09-27 10:33:08,132,2022-09-28
4289,Gojira,https://open.spotify.com/artist/0GDGKpJFhVpcjIGF8N6Ewt,Our Time Is Now,Our Time Is Now,single,spotify:track:0dDs144SVansAFynvKYQMW,0.229,0.949,2.0,-3.315,0.0537,1.67e-05,0.187,0.153,0.4,99.325,271418.0,4101845.0,2022-10-13 10:09:39,116,2022-10-14
4310,Lamb of God,https://open.spotify.com/artist/3JFsVIxOn7STeilPICkkB2,COLD BLOOD,DISCO4 :: PART II,album,spotify:track:50iNloLV9uEyEvVzuwl6kz,0.522,0.954,0.0,-6.468,0.0514,0.00283,0.197,0.119,0.329,105.012,326772.0,4035339.0,2022-02-17 05:00:09,354,2022-04-08
4313,Death Cab for Cutie,https://open.spotify.com/artist/0YrtvWJMgSdVrk3SfNjTbx,Here to Forever,Asphalt Meadows,album,spotify:track:7Cva2EgJougx6O6M5xgWAq,0.62,0.773,2.0,-8.324,0.0382,0.0741,0.000606,0.158,0.934,157.991,226320.0,6225707.0,2022-07-13 14:00:10,208,2022-09-16
4324,Billy Ray Cyrus,https://open.spotify.com/artist/60rpJ9SgigSd16DOAG7GSa,Noah (Stand Still),The Hardest Part,album,spotify:track:1Px3ZJmn86lFeKEKqfgmcW,0.444,0.439,5.0,-8.784,0.0368,0.219,0.00208,0.105,0.152,156.133,234532.0,2228939.0,2022-09-23 04:00:35,136,2022-09-16
4356,Peter Gabriel,https://open.spotify.com/artist/7C4sUpWGlTy7IANjruj02I,Panopticom - Bright Side Mix,Panopticom (Bright Side Mix),single,spotify:track:0DpMQVZpl0bsIlFbm5CS7V,0.695,0.776,1.0,-6.445,0.0345,0.0631,0.000935,0.167,0.696,140.005,313679.0,738659.0,2022-12-13 17:02:18,55,2023-01-06
4358,Peter Gabriel,https://open.spotify.com/artist/7C4sUpWGlTy7IANjruj02I,Unconditional II (Race and Religion) (feat. Peter Gabriel),WE,album,spotify:track:0C1u7POtLWpGFLCxzgToHq,0.688,0.554,5.0,-11.218,0.0428,0.175,0.0854,0.0978,0.615,115.515,260653.0,4851243.0,2022-05-06 19:38:33,276,2022-05-06
4392,Vasco Rossi,https://open.spotify.com/artist/5l4nhyz8876RhgE2d18h65,Ogni volta,Vado al massimo (Remastered),album,spotify:track:7kZWWuvRJNvjxLS9lNf3J3,0.459,0.602,9.0,-7.315,0.0297,0.0863,1.27e-05,0.145,0.159,145.343,254013.0,27763517.0,2022-12-21 13:00:07,47,1982
4397,Kingpin Skinny Pimp,https://open.spotify.com/artist/5kkVPwCLmdkqaSQpptZtXj,UNITY,UNITY,single,spotify:track:0HnK3zTDmIDRZEx1JZ4PWo,0.537,0.651,1.0,-8.584,0.0515,0.0707,0.00287,0.532,0.396,144.924,142155.0,2980352.0,2022-02-16 02:37:58,355,2022-02-11
4402,Andrés Cepeda,https://open.spotify.com/artist/49Z1AvGeUaBSanPaOmplK6,Tu Despertador,Tu Despertador,single,spotify:track:6fWNrtEd8z5ONHUCCiOuBS,0.416,0.71,1.0,-4.316,0.0346,0.0302,0.0,0.144,0.238,76.521,198701.0,5726868.0,2022-07-28 22:00:09,193,2022-07-28
4409,Andrés Cepeda,https://open.spotify.com/artist/49Z1AvGeUaBSanPaOmplK6,Lo Que Había Olvidado,Lo Que Había Olvidado,single,spotify:track:4I6XQsgfGKBxyadO7JLjQL,0.582,0.814,7.0,-4.471,0.0362,0.126,0.0,0.51,0.461,91.946,178696.0,4847818.0,2022-04-21 22:00:25,291,2022-04-21
4448,Luciano Pereyra,https://open.spotify.com/artist/6ZZ2DeepA3GpoGU4KwqSlU,Aunque Te Enamores,Aunque Te Enamores,single,spotify:track:2qDQiPI2F0tMefcNQHGrQS,0.514,0.747,1.0,-6.866,0.0848,0.132,0.0,0.122,0.578,141.094,130213.0,10434681.0,2022-01-14 23:00:12,388,2022-01-13
4451,Luciano Pereyra,https://open.spotify.com/artist/6ZZ2DeepA3GpoGU4KwqSlU,Una Mujer Como Tú,De Hoy En Adelante,album,spotify:track:35qnr2t2sKG7qU4eLpyKMI,0.672,0.823,5.0,-4.985,0.0272,0.0468,1.44e-05,0.104,0.94,89.985,224507.0,9286381.0,2022-06-08 23:00:04,243,2022-08-12
4454,Luciano Pereyra,https://open.spotify.com/artist/6ZZ2DeepA3GpoGU4KwqSlU,Quédate,De Hoy En Adelante,album,spotify:track:4UDqfRgYHfg9NBgO02x3Lx,0.744,0.458,2.0,-5.246,0.0338,0.792,0.0,0.0992,0.352,138.057,195040.0,10438556.0,2022-02-03 01:00:11,368,2022-08-12
