index,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Stream,upload_date,dias_na_plataforma,spotify_upload
6704,Grupo Marca Registrada,https://open.spotify.com/artist/1gW6pz5n1aK249L0GvfQCC,Modo Maldito,Pa Que Hablen,album,spotify:track:2VmeNiaRsq0Z2gcMcQvHb8,0.763,0.767,5.0,-4.181,0.201,0.4,0.0,0.127,0.725,87.502,134624.0,7023737.0,2022-12-29 10:02:48,39,2022-12-30
6705,Grupo Marca Registrada,https://open.spotify.com/artist/1gW6pz5n1aK249L0GvfQCC,El Pickles,El Pickles,single,spotify:track:1xcFgv2NqLU17sc2ri5TTG,0.745,0.632,7.0,-5.105,0.154,0.72,1.34e-06,0.0747,0.838,179.985,182635.0,5093549.0,2023-01-14 02:00:09,23,2023-01-13
6706,Grupo Marca Registrada,https://open.spotify.com/artist/1gW6pz5n1aK249L0GvfQCC,Así Nací,Haciendo Magia,album,spotify:track:45Ugm9xuEUtnItECxHghGx,0.726,0.51,7.0,-9.766,0.0978,0.514,0.0,0.156,0.81,100.19,167893.0,7683887.0,2022-12-25 00:50:13,43,2022-12-16
6707,Grupo Marca Registrada,https://open.spotify.com/artist/1gW6pz5n1aK249L0GvfQCC,El Comerciante,Sigue La Magia Dando,album,spotify:track:56YZft0whsresPdufFqwwS,0.83,0.743,10.0,-4.643,0.0386,0.351,0.0,0.11,0.837,105.0,245376.0,69408990.0,2022-02-22 00:00:11,349,2020-04-10
6727,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Piensa en Mi,Piensa en Mi,single,spotify:track:4Y0C95WSGxcuNVCbealJvw,0.811,0.626,4.0,-6.276,0.305,0.0588,0.0,0.119,0.821,79.943,192048.0,5506306.0,2023-01-13 06:01:29,24,2023-01-13
6730,Cartel De Santa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,Aka Entre el Humo,Aka Entre el Humo,single,spotify:track:1jGQu9LPVLRZ41u9onpfXy,0.967,0.629,0.0,-5.973,0.0857,0.234,7.41e-05,0.062,0.681,120.03,199000.0,23340002.0,2022-09-10 04:11:07,149,2022-09-10
6741,Rick Ross,https://open.spotify.com/artist/1sBkRIssrMs1AbVkOJbc7a,"GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",GOD DID,album,spotify:track:2sOj9vyd6yiss9W1IK6chU,0.42,0.725,8.0,-4.262,0.223,0.092,0.0,0.18,0.186,77.941,501648.0,29746664.0,2022-08-26 04:00:08,164,2022-08-26
6746,DJ Khaled,https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP,STAYING ALIVE (feat. Drake & Lil Baby),GOD DID,album,spotify:track:7Ddk8FhoYKdsVoX9AOCPMm,0.677,0.495,4.0,-7.174,0.0821,0.0668,0.0,0.319,0.152,129.974,178176.0,131807134.0,2022-08-05 04:00:11,185,2022-08-26
6752,DJ Khaled,https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP,Big Energy (feat. DJ Khaled) - Remix,Big Energy (feat. DJ Khaled) [Remix],single,spotify:track:4nmD4awtUUCC4AGETpUiuP,0.867,0.771,11.0,-3.688,0.0939,0.0385,0.0,0.133,0.715,106.021,181666.0,75714601.0,2022-03-28 04:00:22,315,2022-03-31
6756,Megan Thee Stallion,https://open.spotify.com/artist/181bsRPaVXVlUKXrxwZfHK,Sweetest Pie,Traumazine,album,spotify:track:3JXF3LsUjyDIHjuwhXxdjo,0.814,0.626,7.0,-7.187,0.214,0.173,0.0,0.101,0.686,123.972,201334.0,251154370.0,2022-03-11 05:00:12,332,2022-08-12
6758,Megan Thee Stallion,https://open.spotify.com/artist/181bsRPaVXVlUKXrxwZfHK,Her,Traumazine,album,spotify:track:5hHvFrMnwic82WwRLr4WY0,0.945,0.848,1.0,-4.76,0.326,0.374,3.31e-05,0.101,0.819,119.918,137107.0,35617877.0,2022-08-15 14:00:10,175,2022-08-12
6764,Yuridia,https://open.spotify.com/artist/5B8ApeENp4bE4EE3LI8jK2,Qué Agonía,Pa' Luego Es Tarde,album,spotify:track:4H6o1bxKRGzmsE0vzo968m,0.732,0.573,11.0,-5.733,0.0237,0.56,9.34e-06,0.0543,0.882,97.502,152923.0,98582948.0,2022-10-21 00:00:08,108,2022-10-20
6765,Yuridia,https://open.spotify.com/artist/5B8ApeENp4bE4EE3LI8jK2,¿Y Qué Tal Si Funciona?,Pa' Luego Es Tarde,album,spotify:track:3gHn8eZRKss5cD4r3k3jCA,0.669,0.497,5.0,-5.48,0.0327,0.621,0.0,0.103,0.701,130.992,185038.0,50855902.0,2022-07-26 02:00:09,195,2022-10-20
6768,Yuridia,https://open.spotify.com/artist/5B8ApeENp4bE4EE3LI8jK2,Me Hace Tanto Bien,Pa' Luego Es Tarde,album,spotify:track:0J87ieRdbGPItHA6qc3KCr,0.745,0.479,7.0,-5.709,0.0265,0.567,9.5e-06,0.147,0.671,137.854,231304.0,28277563.0,2022-07-08 00:00:09,213,2022-10-20
6771,Yuridia,https://open.spotify.com/artist/5B8ApeENp4bE4EE3LI8jK2,¿Con Qué Se Pega un Corazón?,Pa' Luego Es Tarde,album,spotify:track:2eSTnoRpEK2VXIccMbzXrE,0.707,0.451,11.0,-5.326,0.029,0.718,0.0,0.325,0.639,80.033,228187.0,26538786.0,2022-06-03 00:00:11,248,2022-10-20
6773,Yuridia,https://open.spotify.com/artist/5B8ApeENp4bE4EE3LI8jK2,Empieza a Preocuparte,Pa' Luego Es Tarde,album,spotify:track:4a6nW42Enzj0cA2D9nBhZ5,0.687,0.521,4.0,-5.634,0.0294,0.602,0.0,0.0983,0.854,144.795,208138.0,5140607.0,2022-10-21 01:07:09,108,2022-10-20
6774,Luciano,https://open.spotify.com/artist/3CJKkU0XuElRT1z8rEtIYg,Bamba (feat. Aitch & BIA),Majestic,album,spotify:track:7sJNeWTXkZCEC7OnFMpGWL,0.797,0.791,10.0,-6.281,0.33,0.119,0.0,0.113,0.828,138.026,203560.0,87252059.0,2022-09-22 22:00:12,137,2022-09-29
6775,Luciano,https://open.spotify.com/artist/3CJKkU0XuElRT1z8rEtIYg,on my way,on my way,single,spotify:track:0DH7ZmouflLanUgjYaUP0e,0.884,0.528,9.0,-9.376,0.387,0.138,0.0,0.0951,0.484,90.001,215063.0,6828059.0,2023-01-10 18:59:57,27,2023-01-10
6776,Luciano,https://open.spotify.com/artist/3CJKkU0XuElRT1z8rEtIYg,Beautiful Girl,Majestic,album,spotify:track:5xX2LYdXyx0Boa61rZOjq5,0.846,0.42,11.0,-8.659,0.104,0.296,0.00134,0.09,0.621,139.883,178453.0,131486648.0,2022-04-28 22:00:13,284,2022-09-29
6777,Luciano,https://open.spotify.com/artist/3CJKkU0XuElRT1z8rEtIYg,Drill LUV,Majestic,album,spotify:track:2XXpLFPZGxgtohTd79DjZO,0.607,0.429,1.0,-9.397,0.193,0.104,0.00195,0.0767,0.312,76.987,175880.0,12361490.0,2022-09-29 22:01:19,130,2022-09-29
6778,Luciano,https://open.spotify.com/artist/3CJKkU0XuElRT1z8rEtIYg,Adrenalina,Adrenalina,single,spotify:track:5dj7Il9BkdU1gMfIveNrVH,0.782,0.655,0.0,-5.243,0.0507,0.0832,2.67e-05,0.156,0.677,107.025,177371.0,20794260.0,2022-07-21 22:00:14,200,2022-07-22
6780,Luciano,https://open.spotify.com/artist/3CJKkU0XuElRT1z8rEtIYg,Rede mit mir (feat. Luciano),B2B,album,spotify:track:57uSoeDMpTFn6Mu6ucXKmW,0.866,0.59,1.0,-7.648,0.513,0.0803,1.08e-05,0.0532,0.808,86.325,146358.0,4328998.0,2022-12-08 23:01:56,60,2022-12-08
6788,Avril Lavigne,https://open.spotify.com/artist/0p4nmQO2msCgU4IF37Wi3j,I’m a Mess (with YUNGBLUD),Love Sux (Deluxe),album,spotify:track:77zu6q8jHBRPJSJRu6rsTf,0.467,0.667,1.0,-4.386,0.0315,0.007,0.0,0.155,0.399,91.057,187794.0,14455849.0,2022-11-03 15:00:05,95,2022-11-25
6792,PNAU,https://open.spotify.com/artist/6n28c9qs9hNGriNa72b26u,You Know What I Need,You Know What I Need,single,spotify:track:5PQFmB2xhRkJTUWDKccBoP,0.768,0.896,6.0,-3.501,0.0969,0.0152,0.0,0.0412,0.829,109.959,170000.0,9247209.0,2022-12-02 08:00:10,66,2022-12-02
6793,PNAU,https://open.spotify.com/artist/6n28c9qs9hNGriNa72b26u,2 Be Loved (Am I Ready) [PNAU Remix],2 Be Loved (Am I Ready) [PNAU Remix],single,spotify:track:3rJvr6YpIZTsx32nSDJ26Q,0.786,0.951,4.0,-3.819,0.133,0.0475,6.04e-06,0.0655,0.675,133.002,237236.0,5633368.0,2022-09-23 04:00:14,136,2022-09-23
6795,PNAU,https://open.spotify.com/artist/6n28c9qs9hNGriNa72b26u,Don't Fly Away (PNAU Remix),Don't Fly Away (PNAU Remix),single,spotify:track:5Y9yhZwC7u5HoooVJ4fgdO,0.578,0.751,7.0,-6.872,0.0832,0.0198,0.000111,0.177,0.524,114.995,245000.0,4788312.0,2022-06-24 04:00:20,227,2022-06-23
6798,Wisin,https://open.spotify.com/artist/3E6xrwgnVfYCrCs0ePERDz,Te Gusta,Resistencia,album,spotify:track:4l4AiTqEyjCAJui6xVREH7,0.747,0.882,5.0,-2.649,0.0422,0.0501,3.06e-05,0.0926,0.692,93.003,200507.0,4019994.0,2023-01-13 05:00:11,24,2023-01-13
6802,Wisin,https://open.spotify.com/artist/3E6xrwgnVfYCrCs0ePERDz,Buenos Días,"Multimillo, Vol. 1",album,spotify:track:79NdVoSxUC2XC48eg0ifMy,0.681,0.809,8.0,-4.191,0.0514,0.0707,0.0,0.0715,0.966,171.942,199827.0,90372503.0,2022-01-14 05:00:10,388,2022-07-01
6811,2 Chainz,https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp,Million Dollars Worth of Game (feat. 42 Dugg),Dope Don't Sell Itself,album,spotify:track:6C0vyXq2uzFRTTLcE4whhl,0.81,0.68,2.0,-4.871,0.346,0.0059,0.0,0.112,0.419,97.02,158627.0,38707318.0,2022-01-07 05:00:07,395,2022-02-04
6819,Natalia Lafourcade,https://open.spotify.com/artist/1hcdI2N1023RvSwLzTtdsp,El lugar correcto,De Todas las Flores,album,spotify:track:3G6XpCfczuhbTSBlgfqe9v,0.631,0.449,7.0,-10.752,0.0722,0.809,0.000584,0.135,0.612,91.624,231053.0,4408260.0,2022-11-10 00:00:09,88,2022-10-28
6835,Max Richter,https://open.spotify.com/artist/2VZNmg4vCnew4Pavo8zDdW,Spring 1 - 2012,"Recomposed By Max Richter: Vivaldi, The Four Seasons",album,spotify:track:4gmhjAsvL6c7se2PBh7dHw,0.701,0.341,1.0,-12.26,0.0418,0.499,0.903,0.359,0.163,105.513,151507.0,80889340.0,2022-03-31 08:00:11,312,2014-01-01
6848,Afrojack,https://open.spotify.com/artist/4D75GcNG95ebPtNvoNVXhz,Worlds On Fire (with R3HAB & Au/Ra),Worlds On Fire (with R3HAB & Au/Ra),single,spotify:track:7grzdNt3eQRiBC70GksRp1,0.621,0.756,5.0,-5.623,0.114,0.0752,1.17e-06,0.65,0.265,124.039,174194.0,17009287.0,2022-07-14 22:00:00,207,2022-07-15
6849,Afrojack,https://open.spotify.com/artist/4D75GcNG95ebPtNvoNVXhz,Lose You,Lose You,single,spotify:track:4cMnESkXGcB6kIp6iPNUB2,0.646,0.807,8.0,-4.925,0.0398,0.146,0.0,0.345,0.778,141.838,154244.0,5304310.0,2022-11-21 15:00:09,77,2022-11-11
6852,Afrojack,https://open.spotify.com/artist/4D75GcNG95ebPtNvoNVXhz,Worlds On Fire - Afrojack & R3HAB vs Vion Konger VIP Remix,Worlds On Fire (Afrojack & R3HAB vs Vion Konger VIP Remix),single,spotify:track:5KpKAavnQvt7fLonTrJwTr,0.452,0.919,2.0,-2.854,0.144,0.0411,0.000342,0.221,0.415,129.825,184615.0,808878.0,2022-07-14 22:00:00,207,2023-01-20
6853,Afrojack,https://open.spotify.com/artist/4D75GcNG95ebPtNvoNVXhz,Alone Again (feat. Afrojack & Mougleta),Alone Again (feat. Afrojack & Mougleta),single,spotify:track:1RwfArdUM01AISnxkpayMc,0.549,0.792,2.0,-6.155,0.105,0.219,0.0,0.0889,0.479,121.152,163320.0,830485.0,2023-01-14 09:59:51,23,2023-01-13
6855,Afrojack,https://open.spotify.com/artist/4D75GcNG95ebPtNvoNVXhz,Shockwave (with Afrojack),Shockwave (with Afrojack),single,spotify:track:4bOVDHj19JdKriaDQu41wD,0.641,0.988,11.0,-4.105,0.12,0.00271,0.0753,0.143,0.293,128.001,122578.0,558062.0,2023-01-27 14:00:03,10,2023-01-27
6857,Danna Paola,https://open.spotify.com/artist/5xSx2FM8mQnrfgM1QsHniB,XT4S1S,XT4S1S,single,spotify:track:7dMTCS9BLzBqYTlAuHP8TM,0.797,0.677,9.0,-4.163,0.0857,0.101,0.0,0.441,0.919,130.034,219320.0,84155671.0,2022-08-26 00:00:19,164,2022-08-12
6877,Diljit Dosanjh,https://open.spotify.com/artist/2FKWNmZWDBZR4dE5KX4plR,Lemonade,Drive Thru,single,spotify:track:3ZGJhN4unVspOqpwGvUL2W,0.789,0.744,1.0,-7.245,0.0414,0.281,0.0,0.0763,0.783,143.998,166667.0,40491242.0,2023-01-08 10:00:05,29,2022-07-15
6879,Diljit Dosanjh,https://open.spotify.com/artist/2FKWNmZWDBZR4dE5KX4plR,Peaches,Drive Thru,single,spotify:track:3mZLiEDAHIjZ8ms5Lxq33F,0.663,0.478,4.0,-7.265,0.185,0.095,0.0,0.0705,0.341,85.264,189176.0,32232390.0,2022-07-15 06:35:36,206,2022-07-15
6882,Diljit Dosanjh,https://open.spotify.com/artist/2FKWNmZWDBZR4dE5KX4plR,"Munda Sona Hoon Main (From ""Shehzada"")","Munda Sona Hoon Main (From ""Shehzada"")",single,spotify:track:0NODNDsiY0sK5P0TnmDMSE,0.775,0.83,9.0,-4.905,0.0571,0.271,0.0,0.191,0.913,130.024,229948.0,2413032.0,2023-01-16 10:30:08,21,2023-01-16
6883,Diljit Dosanjh,https://open.spotify.com/artist/2FKWNmZWDBZR4dE5KX4plR,Chauffeur,Chauffeur,single,spotify:track:2L1OXzqVPpVxotHfLglUcB,0.639,0.767,6.0,-4.997,0.0928,0.13,0.0,0.205,0.54,154.032,205040.0,35411494.0,2022-04-14 05:29:40,298,2022-04-14
6885,Diljit Dosanjh,https://open.spotify.com/artist/2FKWNmZWDBZR4dE5KX4plR,Balle Jatta,Balle Jatta,single,spotify:track:3TMub7U6GmZ9RIaQpQerbZ,0.778,0.679,2.0,-6.949,0.0433,0.0266,0.0,0.387,0.44,130.042,212462.0,6592412.0,2022-10-20 12:03:38,109,2022-10-21
6886,Diljit Dosanjh,https://open.spotify.com/artist/2FKWNmZWDBZR4dE5KX4plR,Jugni,Jugni,single,spotify:track:0gHFDbhx2RFBrhJplPxlcT,0.761,0.896,11.0,-3.668,0.215,0.0776,2.7e-06,0.124,0.65,96.957,193190.0,8580150.0,2022-10-07 05:30:14,122,2022-10-07
6894,Sorriso Maroto,https://open.spotify.com/artist/1fUSLFr4WUBx7joEcGwpvG,Mensagem Apagada,Juntos,album,spotify:track:7xoW9ae2eFXgzw2JFkttmq,0.631,0.596,0.0,-7.708,0.0377,0.785,0.0,0.352,0.535,145.957,175131.0,29033022.0,2022-01-21 15:00:22,381,2022-03-31
6896,Sorriso Maroto,https://open.spotify.com/artist/1fUSLFr4WUBx7joEcGwpvG,Ninguém Merece Amar Sozinho,Ninguém Merece Amar Sozinho,single,spotify:track:3rCnVAG0josT5ql2MAFGmT,0.622,0.68,10.0,-7.018,0.0359,0.672,0.0,0.11,0.5,147.96,227721.0,1546658.0,2023-01-13 15:00:23,24,2023-01-12
6897,Sorriso Maroto,https://open.spotify.com/artist/1fUSLFr4WUBx7joEcGwpvG,Prejuízo - Ao Vivo,Juntos (Ao Vivo),album,spotify:track:1JnZHgpyInXF5DEyEGefWw,0.512,0.774,11.0,-5.037,0.0459,0.546,0.0,0.832,0.595,152.872,187267.0,10665115.0,2022-06-02 13:44:13,249,2022-08-10
6899,Sorriso Maroto,https://open.spotify.com/artist/1fUSLFr4WUBx7joEcGwpvG,Volta Pra Casa - Ao Vivo,Como Antigamente (Ao Vivo),album,spotify:track:08lyLShl0acGKYIFKieH2b,0.659,0.652,4.0,-6.325,0.0331,0.604,0.0,0.369,0.876,142.081,212410.0,4969801.0,2022-09-23 15:00:17,136,2022-09-22
6902,Sorriso Maroto,https://open.spotify.com/artist/1fUSLFr4WUBx7joEcGwpvG,Eu Topo - Ao Vivo,A.M.A (Ao Vivo),album,spotify:track:6sZOF4T1knRbAdjIFzc0HE,0.603,0.719,9.0,-7.939,0.0424,0.647,0.0,0.874,0.698,151.886,214966.0,28399088.0,2022-08-11 00:30:12,179,2021-05-07
6903,Tulsi Kumar,https://open.spotify.com/artist/0T1CMVkqffHlqEk4BcAph1,Hum Nashe Mein Toh Nahin,Bhool Bhulaiyaa 2,album,spotify:track:5L70RGPJEdooqtrgR7vd6U,0.572,0.736,11.0,-7.768,0.0658,0.643,0.0,0.128,0.778,85.035,238252.0,46585828.0,2022-06-06 11:30:01,245,2022-06-01
6906,Tulsi Kumar,https://open.spotify.com/artist/0T1CMVkqffHlqEk4BcAph1,Shut Up,Shut Up,single,spotify:track:4OvAutMwVCBfGspBieI9i0,0.821,0.761,10.0,-4.815,0.0619,0.0445,4.33e-05,0.0661,0.78,94.995,145310.0,4124681.0,2022-12-17 05:30:09,51,2022-12-17
6927,Dina Rae,https://open.spotify.com/artist/5jNmxPYz8QE5rYp4GDil8t,GET LIT (DEDICATION) הקדשה [feat. PA. Dre],GET LIT (DEDICATION) הקדשה [feat. PA. Dre],single,spotify:track:0WWIFMlvyf3nbD7ibHxE40,0.71,0.682,9.0,-7.355,0.132,0.0184,0.0,0.22,0.631,87.018,233783.0,,2022-12-20 22:54:05,48,2022-12-16
6931,Dina Rae,https://open.spotify.com/artist/5jNmxPYz8QE5rYp4GDil8t,Let Go,Let Go,single,spotify:track:4TH34ZIgHCRjViEOLlVRtd,0.969,0.511,1.0,-7.312,0.0882,0.086,1.08e-06,0.0814,0.665,113.032,223317.0,,2023-01-14 01:00:06,23,2023-01-13
6932,Dina Rae,https://open.spotify.com/artist/5jNmxPYz8QE5rYp4GDil8t,2021,2021,single,spotify:track:3pb62JOzHaf9PBXYUC2zHn,0.856,0.241,1.0,-9.844,0.0852,0.254,0.00044,0.0939,0.0749,120.018,171572.0,,2023-01-14 01:00:06,23,2020-12-28
6933,Dina Rae,https://open.spotify.com/artist/5jNmxPYz8QE5rYp4GDil8t,Let Go - Acapella,"""Let Go"" Dj Pack",single,spotify:track:1Aju70NrvapIiHfOA0Mk1a,0.926,0.184,3.0,-11.733,0.714,0.588,0.0,0.0927,0.565,112.926,222787.0,,2023-01-12 10:04:18,25,2023-01-13
6936,Duelo,https://open.spotify.com/artist/0nnp7oJpY2J6yZOqtdKaWq,A Mí Me Gustas Tú,A Mí Me Gustas Tú,single,spotify:track:3yLPsviVDfHgXFo6VAcq6z,0.745,0.588,4.0,-5.47,0.036,0.239,0.0,0.186,0.394,129.82,186400.0,21278617.0,2022-08-26 04:00:11,164,2022-08-26
6948,Sublime,https://open.spotify.com/artist/0EdvGhlC1FkGItLOWQzG4J,Waiting For My Ruca,40oz. To Freedom,album,spotify:track:3Cx9j78Z0NE6jYwBWvvV3P,0.925,0.229,4.0,-9.68,0.445,0.579,0.00578,0.116,0.168,104.273,140227.0,38907764.0,2022-09-15 17:00:11,144,1992-06-01
6953,Miranda!,https://open.spotify.com/artist/2eEmsgWmUFMbtU7agJpnjY,Yo Te Diré,Yo Te Diré,single,spotify:track:2K6QTldAHBRFk3c6BHWYr5,0.8,0.925,11.0,-5.709,0.0369,0.132,0.000463,0.089,0.864,127.018,207633.0,1345939.0,2023-01-20 00:00:07,17,2023-01-20
6957,Miranda!,https://open.spotify.com/artist/2eEmsgWmUFMbtU7agJpnjY,Yo Te Diré,El Templo del Pop,album,spotify:track:45dWn7gzWdxNO15dPzWRSV,0.917,0.98,11.0,-4.087,0.0382,0.00472,0.0142,0.128,0.94,127.017,206053.0,39314710.0,2023-01-20 00:00:07,17,2008-04-01
6961,Def Leppard,https://open.spotify.com/artist/6H1RjVyNruCmrBEWRbD0VZ,Rock Of Ages,Pyromania (Deluxe),album,spotify:track:2AmEv442DGwSxMGZ9XEvBA,0.706,0.785,11.0,-7.666,0.041,0.00802,0.0319,0.195,0.636,105.893,247829.0,60834236.0,2023-01-13 12:24:44,24,1983-01-20
6965,Def Leppard,https://open.spotify.com/artist/6H1RjVyNruCmrBEWRbD0VZ,Spillways [Feat. Joe Elliott],Spillways [Feat. Joe Elliott],single,spotify:track:720C8mWrqRdh1zYBGqLj9p,0.578,0.835,8.0,-5.307,0.0313,0.000562,2.82e-05,0.0599,0.926,128.095,199809.0,679186.0,2023-01-26 05:07:18,11,2023-01-26
6969,Haricharan,https://open.spotify.com/artist/1QvyquqkuuwUzdszyoKIy4,Pilla Padesaave,Love Today (Telugu) [Original Motion Picture Soundtrack],single,spotify:track:4veuanALTmuopcDBoYsoLI,0.851,0.465,0.0,-9.44,0.0611,0.071,1.99e-05,0.0555,0.794,104.995,237000.0,1797800.0,2022-12-01 12:30:02,67,2022-11-21
6974,Haricharan,https://open.spotify.com/artist/1QvyquqkuuwUzdszyoKIy4,"Ole Melody - From ""Thallumaala""",Thallumaala,album,spotify:track:4wMpv5KCDYSCQ0rWwKON0E,0.752,0.452,0.0,-11.4,0.35,0.142,0.000184,0.235,0.842,99.74,242005.0,12195481.0,2022-08-19 12:30:13,171,2022-08-16
6996,Simple Plan,https://open.spotify.com/artist/2p4FqHnazRucYQHyDCdBrJ,What's New Scooby-Doo?,What's New Scooby-Doo?,single,spotify:track:6DD5beNG6Ji3AYp5WrYnwD,0.486,0.946,1.0,-5.509,0.0807,8.94e-05,0.0001,0.11,0.509,158.158,68696.0,15589234.0,2022-07-22 14:00:33,199,2021-07-23
7020,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,ztb,QMPLE,album,spotify:track:4N6rgD6EqLbWcl5ld3NqTP,0.773,0.847,8.0,-6.731,0.193,0.174,5.87e-06,0.219,0.639,110.025,207818.0,15206187.0,2022-07-22 10:57:27,199,2022-11-25
7021,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,Oda do butli,QMPLE,album,spotify:track:1uBuCKe5fOXUQpuZvLUxmI,0.709,0.432,7.0,-8.269,0.0387,0.847,0.0,0.124,0.17,116.056,185764.0,5617252.0,2022-09-20 13:00:41,139,2022-11-25
7023,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,(Po)ciąg dalszy nastąpi,Czarno na białym,album,spotify:track:7tCN7OfyeUVHQvC0ch62MS,0.602,0.547,8.0,-11.414,0.478,0.706,0.0,0.0966,0.797,119.929,265967.0,17240146.0,2022-01-15 12:17:03,387,2021-09-30
7025,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,Pokolenie ale to QMPLE,Pokolenie ale to QMPLE,single,spotify:track:1m4FIjT6YakLewZaqGK1Qt,0.631,0.677,2.0,-6.57,0.112,0.331,0.000111,0.226,0.417,130.214,210547.0,2121601.0,2022-11-25 11:53:33,73,2022-11-24
7027,Gibbs,https://open.spotify.com/artist/1T4HxOYolAEb5PadIVKdWZ,Diamond Fetish,Kukonozaur Mixtape Mood,album,spotify:track:7oklOOtJdMBcwywq0csVzQ,0.751,0.546,2.0,-9.213,0.387,0.573,0.0,0.123,0.606,120.071,162500.0,3195305.0,2022-06-23 22:01:24,228,2022-06-23
7049,Adolescent's Orquesta,https://open.spotify.com/artist/70nxnxEqDQIEWneRjg2Q4O,Arrepentida,Persona Ideal,album,spotify:track:4lHzRngQQA2f7dyj8vp6Lx,0.746,0.734,8.0,-8.526,0.0508,0.373,1.69e-06,0.209,0.929,110.97,247798.0,20087036.0,2022-03-03 21:00:27,340,1996-09-20
7050,Adolescent's Orquesta,https://open.spotify.com/artist/70nxnxEqDQIEWneRjg2Q4O,Hoy Aprendí,Reclamando Nuestro Espacio,album,spotify:track:3eDqTs9FJuMu7zuFeRjhnl,0.727,0.662,2.0,-14.929,0.0428,0.358,3.54e-05,0.151,0.943,102.721,249156.0,15931977.0,2022-03-18 06:00:20,325,1995-02-10
7051,Adolescent's Orquesta,https://open.spotify.com/artist/70nxnxEqDQIEWneRjg2Q4O,Recuerdos,Ahora Más Que Nunca,album,spotify:track:1OFb5EPb3J3iJwdOekjY2d,0.558,0.796,8.0,-5.182,0.0837,0.487,0.0,0.256,0.78,95.633,238515.0,15357437.0,2022-02-11 22:29:25,360,2002-05-07
7074,Nko,https://open.spotify.com/artist/4kTOsBwxhA2Sn4PSs7PqnN,BLUE CHEESE (feat. Lazza),TRENCHES BABY,album,spotify:track:4OAExi3KMGS19m7p0FxOoz,0.517,0.592,8.0,-8.46,0.124,0.103,0.0,0.287,0.223,102.407,190383.0,10768167.0,2022-11-04 00:00:05,94,2022-11-04
7076,Nko,https://open.spotify.com/artist/4kTOsBwxhA2Sn4PSs7PqnN,TOKYO,TRENCHES BABY,album,spotify:track:2bhDasGoszlTbf5xdPLK8c,0.526,0.741,4.0,-5.945,0.0596,0.013,0.0,0.0993,0.115,140.914,202128.0,5418838.0,2022-11-08 13:00:10,90,2022-11-04
7077,Nko,https://open.spotify.com/artist/4kTOsBwxhA2Sn4PSs7PqnN,DRILLMOON (feat. thasup),TRENCHES BABY,album,spotify:track:6Y2Z4GgQaDD31T9HLBtpD2,0.579,0.592,1.0,-5.842,0.0558,0.31,0.0,0.13,0.409,140.067,210000.0,4384131.0,2022-11-04 00:00:05,94,2022-11-04
7078,Nko,https://open.spotify.com/artist/4kTOsBwxhA2Sn4PSs7PqnN,Senza Emotions (feat. ANNA),Senza Emotions (feat. ANNA),single,spotify:track:71LQrUFG59w2vjhYe8Epue,0.437,0.666,7.0,-8.535,0.146,0.204,0.0,0.176,0.515,139.906,140051.0,5717479.0,2022-09-08 22:00:16,151,2022-09-09
7079,Nko,https://open.spotify.com/artist/4kTOsBwxhA2Sn4PSs7PqnN,Te Quiero,PAIN,album,spotify:track:6wIcKY5pAYyhaVXQ8FCCZy,0.836,0.567,8.0,-9.116,0.155,0.118,0.0,0.109,0.89,133.989,163625.0,19008770.0,2022-07-22 12:00:38,199,2022-10-14
7080,Nko,https://open.spotify.com/artist/4kTOsBwxhA2Sn4PSs7PqnN,"KILLY DEMON (feat. Gazo, Russ Millions)",TRENCHES BABY,album,spotify:track:2lezD2AMp8JxPCdG4SPxbX,0.567,0.777,1.0,-5.177,0.375,0.108,0.0,0.267,0.44,144.659,149052.0,2863030.0,2022-11-04 00:00:06,94,2022-11-04
7083,Summer Cem,https://open.spotify.com/artist/3drqpTL4sQOckmAfF9i1wg,FLEX SO HARD RMX,FLEX SO HARD RMX,single,spotify:track:599TAkOSDn1CRTXziWACAX,0.821,0.705,10.0,-6.608,0.0802,0.197,7.38e-06,0.354,0.936,116.942,150372.0,20059487.0,2022-10-06 22:00:12,123,2022-10-07
7084,Summer Cem,https://open.spotify.com/artist/3drqpTL4sQOckmAfF9i1wg,BIELEFELD,BIELEFELD,single,spotify:track:1ukq3qBP7zOokVa3nEc9bR,0.766,0.539,1.0,-6.61,0.416,0.271,0.0,0.0904,0.716,99.881,135425.0,6527860.0,2022-12-01 23:00:10,67,2022-12-02
