index,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Stream,upload_date,dias_na_plataforma,spotify_upload
4264,Ángela Aguilar,https://open.spotify.com/artist/3abT87tqQ4Q5PA5nw6CYyH,Lo Busqué,Lo Busqué,single,spotify:track:1N1CJ0PkWvsK2Rd7JqtlJV,0.631,0.393,7.0,-4.781,0.0265,0.794,0.0,0.358,0.391,132.183,250671.0,42570338.0,2022-03-15 04:00:11,328,2015-08-18
4266,Ángela Aguilar,https://open.spotify.com/artist/3abT87tqQ4Q5PA5nw6CYyH,Nada Más Decídete,Los Dúo 3,album,spotify:track:5kO0DN979g7zybB5jqEOiI,0.889,0.672,10.0,-6.155,0.035,0.21,1.63e-06,0.142,0.978,124.964,186840.0,1315430.0,2022-11-18 17:36:36,80,2022-11-11
4271,Thomas Rhett,https://open.spotify.com/artist/6x2LnllRG5uGarZMsD4iO8,Half Of Me,Where We Started,album,spotify:track:11kskoMyNDumaR30CI6rRv,0.575,0.842,7.0,-5.058,0.0348,0.00683,0.0,0.279,0.665,111.995,183027.0,23840418.0,2022-04-01 04:00:09,311,2022-04-01
4277,G Herbo,https://open.spotify.com/artist/5QdEbQJ3ylBnc3gsIASAT5,Shordie (with Gunna),Survivor’s Remorse: A Side,album,spotify:track:6H6ZtVp6DymejLOJLdRzOI,0.768,0.695,9.0,-4.883,0.179,0.0301,0.0,0.235,0.41,76.007,176588.0,9764842.0,2022-10-07 04:00:32,122,2022-10-07
4278,G Herbo,https://open.spotify.com/artist/5QdEbQJ3ylBnc3gsIASAT5,PURE (feat. G Herbo),MANSION MUSIK,album,spotify:track:1GOifqA2EoXqxwFB5aFrWI,0.596,0.688,2.0,-4.0,0.144,0.0585,0.0,0.129,0.0899,151.613,194262.0,1086406.0,2023-01-20 05:00:08,17,2023-01-20
4279,G Herbo,https://open.spotify.com/artist/5QdEbQJ3ylBnc3gsIASAT5,idk that bitch (feat. G Herbo),DS4EVER,album,spotify:track:0n56YWlnKfK1meIGHwMFWt,0.867,0.647,10.0,-8.765,0.583,0.04,0.0,0.131,0.56,77.471,210587.0,29196128.0,2022-01-07 05:00:49,395,2022-01-13
4280,G Herbo,https://open.spotify.com/artist/5QdEbQJ3ylBnc3gsIASAT5,Plenty,Plenty,single,spotify:track:0jpyhIyvdVZUagbPP9IiZI,0.777,0.564,1.0,-5.815,0.22,0.0347,0.0,0.136,0.152,75.527,238421.0,2695745.0,2022-12-05 17:00:09,63,2022-12-02
4281,G Herbo,https://open.spotify.com/artist/5QdEbQJ3ylBnc3gsIASAT5,Ghetto Superstar (feat. G Herbo & Doe Boy),Ghetto Superstar (feat. G Herbo & Doe Boy),single,spotify:track:5QdVpZhASstTN4BBwglPz6,0.704,0.62,9.0,-7.267,0.362,0.0686,0.0,0.144,0.383,157.093,244840.0,13349583.0,2022-09-08 16:00:28,151,2022-09-08
4283,Nardo Wick,https://open.spotify.com/artist/0Njy6yR9LykNKYg9yE23QN,Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),album,spotify:track:2TSfStvlAMLw89u3tali79,0.66,0.373,11.0,-10.234,0.595,0.149,0.0,0.106,0.35,167.912,151776.0,70782619.0,2022-08-16 19:00:08,174,2022-07-22
4284,Nardo Wick,https://open.spotify.com/artist/0Njy6yR9LykNKYg9yE23QN,Pop Out (feat. Nardo Wick),It's Only Me,album,spotify:track:0VOMBffX1llDu37yQUt3u3,0.474,0.576,1.0,-6.963,0.257,0.00248,0.000309,0.174,0.285,157.947,195197.0,27883912.0,2022-11-23 20:00:02,75,2022-10-14
4285,Nardo Wick,https://open.spotify.com/artist/0Njy6yR9LykNKYg9yE23QN,Me or Sum (feat. Future & Lil Baby),Who is Nardo Wick?,album,spotify:track:2HHLfzE7PkljuqyYU4vwmh,0.534,0.573,1.0,-6.757,0.414,0.00926,0.0,0.136,0.373,160.333,225533.0,109172154.0,2022-02-03 15:00:36,368,2021-12-03
4286,Nardo Wick,https://open.spotify.com/artist/0Njy6yR9LykNKYg9yE23QN,G Nikes (feat. Polo G),Who is Nardo Wick?? (Deluxe),album,spotify:track:7asQMsxC6dNgY0inCzJC5O,0.808,0.644,1.0,-6.167,0.329,0.0716,0.0,0.085,0.512,151.098,206968.0,19824098.0,2022-10-14 19:00:07,115,2022-10-14
4287,Nardo Wick,https://open.spotify.com/artist/0Njy6yR9LykNKYg9yE23QN,Wicked Freestyle,Who is Nardo Wick?,album,spotify:track:4xl69qYIDxUIACXSeRkXOY,0.661,0.511,10.0,-9.561,0.304,0.00277,0.0,0.608,0.4,149.046,167627.0,30484383.0,2022-02-10 17:00:20,361,2021-12-03
4288,Nardo Wick,https://open.spotify.com/artist/0Njy6yR9LykNKYg9yE23QN,GOODFELLAS (feat. Nardo Wick),MANSION MUSIK,album,spotify:track:05Mf0zO2Bw69ZHi5Kc84qd,0.693,0.711,11.0,-5.622,0.193,0.0106,0.0,0.241,0.191,80.57,166957.0,1723915.0,2023-01-23 18:00:04,14,2023-01-20
4290,Nardo Wick,https://open.spotify.com/artist/0Njy6yR9LykNKYg9yE23QN,Demon Mode,Who is Nardo Wick?? (Deluxe),album,spotify:track:6UV4EJ3NcUcqZ3Dksrbn5A,0.586,0.447,11.0,-14.552,0.483,0.604,0.206,0.108,0.143,164.13,178191.0,9702043.0,2022-07-22 23:39:11,199,2022-07-22
4291,Lenin Ramírez,https://open.spotify.com/artist/3hTffafUYLLgO4yuPAxb5U,Se Acabo (En Vivo),Con Los Pies en La Tierra,album,spotify:track:24vt4anpML9sAVe3NatToV,0.593,0.364,2.0,-7.242,0.175,0.515,0.0,0.348,0.652,83.133,230000.0,68593106.0,2022-03-25 23:00:09,318,2023-01-27
4295,Lenin Ramírez,https://open.spotify.com/artist/3hTffafUYLLgO4yuPAxb5U,Joaquín,Joaquín,single,spotify:track:4DnNXHM9LiwuC1jZtXLI0w,0.553,0.581,7.0,-3.354,0.0887,0.576,0.0,0.147,0.925,110.166,209625.0,4387887.0,2022-09-02 05:54:27,157,2022-09-02
4296,Lenin Ramírez,https://open.spotify.com/artist/3hTffafUYLLgO4yuPAxb5U,Otro Perdedor,Con Los Pies en La Tierra,album,spotify:track:5CXAHV4mt5tuIP7oI4ldeH,0.507,0.349,10.0,-5.736,0.0325,0.302,0.0,0.208,0.461,123.406,250368.0,12250374.0,2022-02-26 00:00:11,345,2023-01-27
4308,Maes,https://open.spotify.com/artist/6L34dW6SKMSDaGIfYDU19j,Fetty Wap,Fetty Wap,single,spotify:track:5HavMB9WGE33KK6NL8XjXl,0.919,0.621,9.0,-4.9,0.274,0.282,0.0,0.0839,0.555,130.12,164334.0,27016023.0,2022-11-09 17:00:27,89,2022-11-09
4309,Maes,https://open.spotify.com/artist/6L34dW6SKMSDaGIfYDU19j,Galactic,Galactic,single,spotify:track:3NzxPt9QFCTsFBQ0wPVTDe,0.79,0.687,8.0,-7.352,0.0685,0.315,0.00107,0.348,0.862,146.05,134910.0,9409212.0,2023-01-05 17:00:23,32,2023-01-05
4313,Maes,https://open.spotify.com/artist/6L34dW6SKMSDaGIfYDU19j,Selfie,Selfie,single,spotify:track:3r8VoLB4rSYaCWg6nEZWG8,0.715,0.776,4.0,-5.626,0.291,0.646,0.0,0.143,0.559,152.946,156863.0,11699765.0,2022-09-23 09:59:58,136,2022-09-23
4315,Ezhel,https://open.spotify.com/artist/6LnJKrtFnTEGdbWQ2riWCL,Nerdesin,Nerdesin,single,spotify:track:2SwQShWjZsxoGviEyaEMOX,0.816,0.696,8.0,-6.75,0.153,0.201,0.000643,0.13,0.81,100.004,176268.0,86774583.0,2022-07-21 20:59:08,200,2022-07-21
4317,Ezhel,https://open.spotify.com/artist/6LnJKrtFnTEGdbWQ2riWCL,Kuğulu Park,Kuğulu Park,single,spotify:track:4BeGu2WQNlpiREpmWGHD8U,0.914,0.467,5.0,-6.382,0.0854,0.129,0.00101,0.105,0.538,139.954,211040.0,1672316.0,2023-01-26 20:59:09,11,2023-01-26
4324,Ezhel,https://open.spotify.com/artist/6LnJKrtFnTEGdbWQ2riWCL,Daima,Daima,single,spotify:track:1u61m2yf7AaeGjASOpOOqR,0.818,0.571,9.0,-6.216,0.336,0.569,0.00322,0.0946,0.478,143.079,204955.0,29356494.0,2022-05-04 16:00:12,278,2022-04-28
4325,Dadju,https://open.spotify.com/artist/4sbXXFzEWJY2zsZjelerjX,"DANÇARINA (feat. Nicky Jam, MC Pedrinho) - Remix","DANÇARINA (feat. Nicky Jam, MC Pedrinho) [Remix]",single,spotify:track:5QQKWOwPjG9vcDBTQ5Hv5Q,0.763,0.669,9.0,-4.402,0.0651,0.156,0.0,0.0867,0.609,135.028,212000.0,64963004.0,2022-06-23 15:04:47,228,2022-06-10
4331,Dadju,https://open.spotify.com/artist/4sbXXFzEWJY2zsZjelerjX,Toko Toko,Cullinan,album,spotify:track:2cHQh4eyfAasH8AzkiFtJO,0.739,0.741,4.0,-7.386,0.174,0.276,0.0,0.19,0.616,94.964,174618.0,26447524.0,2022-04-15 16:00:29,297,2022-05-12
4336,Jon Pardi,https://open.spotify.com/artist/4MoAOfV4ROWofLG3a3hhBN,Your Heart Or Mine,Mr. Saturday Night,album,spotify:track:7ETjhPaIU4UmHOiimJBZz9,0.639,0.713,5.0,-4.368,0.0337,0.0539,0.0,0.102,0.717,86.1,161200.0,11790845.0,2022-09-02 04:00:14,157,2022-09-02
4337,Jon Pardi,https://open.spotify.com/artist/4MoAOfV4ROWofLG3a3hhBN,Last Night Lonely,Mr. Saturday Night,album,spotify:track:0k11c8vwyeNSGQex6UMa1v,0.652,0.813,6.0,-2.842,0.0268,0.00544,0.0,0.101,0.851,102.987,182161.0,59689951.0,2022-05-06 17:00:11,276,2022-09-02
4341,Jon Pardi,https://open.spotify.com/artist/4MoAOfV4ROWofLG3a3hhBN,Mr. Saturday Night,Mr. Saturday Night,album,spotify:track:109ETcT7xie3TKvt1Ser6t,0.289,0.693,2.0,-5.781,0.0319,0.0487,0.0,0.243,0.347,72.007,186549.0,8036586.0,2022-09-02 17:00:11,157,2022-09-02
4350,The Living Tombstone,https://open.spotify.com/artist/0I6yADrmeyvw66g7yjkqIF,This Comes From Inside,This Comes From Inside,single,spotify:track:5WQxmQWU0wKTrNCAwsUCyQ,0.418,0.502,5.0,-7.395,0.0301,0.19,6.27e-06,0.104,0.0533,106.81,203800.0,5625677.0,2022-06-30 17:00:11,221,2022-06-30
4356,CRO,https://open.spotify.com/artist/3utZ2yeQk0Z3BCOBWP7Vlu,Glücklich,Altbau,album,spotify:track:3z3thFt7kVIkfY9PRdIOcJ,0.897,0.567,0.0,-7.324,0.0553,0.391,0.0205,0.0609,0.73,115.021,143160.0,25458930.0,2022-03-24 19:00:16,319,2022-03-25
4358,CRO,https://open.spotify.com/artist/3utZ2yeQk0Z3BCOBWP7Vlu,Ich liebe.... (feat. MAJAN),Ich liebe.... (feat. MAJAN),single,spotify:track:3ki3YXx0OtIjOZ0Plcj6KW,0.672,0.334,0.0,-9.034,0.0789,0.874,0.0,0.0899,0.432,80.086,236533.0,19289119.0,2022-01-13 23:00:11,389,2022-01-14
4378,ODESZA,https://open.spotify.com/artist/21mKp7DqtSNHhCAU2ugvUw,The Last Goodbye (feat. Bettye LaVette),The Last Goodbye,album,spotify:track:2gQK13gXYZRq2MgvPJyHx8,0.667,0.92,9.0,-2.71,0.0773,0.00752,0.00232,0.126,0.146,114.977,358983.0,65483110.0,2022-02-17 22:03:10,354,2022-07-22
4381,ODESZA,https://open.spotify.com/artist/21mKp7DqtSNHhCAU2ugvUw,Wide Awake (feat. Charlie Houston),The Last Goodbye,album,spotify:track:5OLfObog5za3O71jQgZFsB,0.616,0.886,6.0,-5.436,0.0416,0.163,0.0517,0.129,0.0694,124.987,215039.0,12670004.0,2022-06-08 16:00:29,243,2022-07-22
4384,ODESZA,https://open.spotify.com/artist/21mKp7DqtSNHhCAU2ugvUw,The Last Goodbye (feat. Bettye LaVette) - Hayden James Remix,The Last Goodbye (Hayden James Remix),single,spotify:track:78M9wiuBmRktLeDvgvsk3s,0.642,0.937,7.0,-4.058,0.15,0.0147,0.632,0.12,0.528,123.994,224908.0,902429.0,2023-01-11 16:00:03,26,2023-01-11
4387,Matisse,https://open.spotify.com/artist/77aLk6J8ofnVxa1eXK9jiU,Te Vale Madre,Te Vale Madre,single,spotify:track:4KSBQ8YMajJPd7ParPBlV6,0.56,0.583,9.0,-4.713,0.0291,0.614,0.0,0.263,0.823,150.115,151600.0,9018795.0,2022-11-11 00:00:08,87,2022-11-11
4389,Matisse,https://open.spotify.com/artist/77aLk6J8ofnVxa1eXK9jiU,Más Muerto Que Vivo,Más Muerto Que Vivo,single,spotify:track:6FkIjhuEDMc3mUFZZKxQlE,0.628,0.689,11.0,-4.179,0.027,0.0307,0.0,0.109,0.37,105.959,213221.0,15062982.0,2022-07-22 00:00:12,199,2022-07-22
4390,Matisse,https://open.spotify.com/artist/77aLk6J8ofnVxa1eXK9jiU,Un Nuevo Amor,Así de Enamorados,album,spotify:track:3DokuNa2HtgsAT7iHyqF48,0.525,0.465,1.0,-5.74,0.0352,0.562,0.0,0.161,0.564,75.668,226776.0,37566189.0,2022-04-01 06:01:09,311,2022-05-27
4394,Matisse,https://open.spotify.com/artist/77aLk6J8ofnVxa1eXK9jiU,Por Si Te Lo Preguntas,Así de Enamorados,album,spotify:track:1VEQ2EDfVO6fMcAzhI42D7,0.665,0.55,10.0,-5.597,0.0352,0.216,0.0,0.277,0.967,77.865,126538.0,3594760.0,2022-05-27 00:50:09,255,2022-05-27
4395,Matisse,https://open.spotify.com/artist/77aLk6J8ofnVxa1eXK9jiU,Pasa,VIAJANTE,album,spotify:track:7GiOdC9H2U4jxp4qcNp5nA,0.652,0.832,9.0,-3.215,0.04,0.448,0.0,0.075,0.69,91.909,193043.0,6991101.0,2022-04-28 00:00:10,284,2022-04-27
4405,Earl Sweatshirt,https://open.spotify.com/artist/3A5tHz1SfngyOZM2gItYKu,Old Friend,SICK!,album,spotify:track:6I38dm7ckNQnLHX4EUXKOb,0.48,0.648,1.0,-5.595,0.0702,0.0562,1.63e-06,0.554,0.176,78.337,79485.0,6901877.0,2022-01-14 05:00:24,388,2022-01-14
4416,Mabel,https://open.spotify.com/artist/1MIVXf74SZHmTIp4V4paH4,Mad Love - Sped-Up Version,Mad Love (Versions),single,spotify:track:4R4kVENgrhlwymPZFxuhdK,0.776,0.778,3.0,-4.693,0.0594,0.699,4.05e-05,0.0573,0.743,118.991,141343.0,4355450.0,2022-11-28 16:25:52,70,2022-11-16
4420,Mabel,https://open.spotify.com/artist/1MIVXf74SZHmTIp4V4paH4,Good Luck (with Jax Jones & Galantis),About Last Night...,album,spotify:track:2BfJX65Te5q84Pku7osGRH,0.699,0.784,0.0,-5.701,0.0538,0.118,0.0,0.0529,0.447,121.98,235453.0,23293337.0,2022-03-18 11:00:10,325,2022-07-15
4422,Miky Woodz,https://open.spotify.com/artist/1pf0MPKfKdvS8J779mS1Ay,La MVP,Living Life,album,spotify:track:74WOZ17ERaFrHXYtSid13p,0.892,0.601,8.0,-5.868,0.152,0.165,0.0,0.104,0.58,119.95,180752.0,41354536.0,2022-01-19 21:00:01,383,2021-11-12
4436,BIA,https://open.spotify.com/artist/6veh5zbFpm31XsPdjBgPER,Bamba (feat. Aitch & BIA),Majestic,album,spotify:track:7sJNeWTXkZCEC7OnFMpGWL,0.797,0.791,10.0,-6.281,0.33,0.119,0.0,0.113,0.828,138.026,203560.0,87252059.0,2022-09-22 22:00:12,137,2022-09-29
4439,BIA,https://open.spotify.com/artist/6veh5zbFpm31XsPdjBgPER,LONDON (feat. J. Cole),LONDON (feat. J. Cole),single,spotify:track:5vhrsx08dHh2QcVh1Rsiwt,0.644,0.671,11.0,-5.156,0.315,0.0225,0.0,0.0855,0.563,132.001,250723.0,41736984.0,2022-04-08 04:00:26,304,2022-04-08
4441,BIA,https://open.spotify.com/artist/6veh5zbFpm31XsPdjBgPER,"Run (feat. Tyga, 21 Savage & BIA)",Run,single,spotify:track:7ItXHU9yVm8AUkMyo4kffF,0.817,0.625,2.0,-6.103,0.217,0.0251,1.18e-06,0.223,0.379,101.028,237624.0,15600467.0,2022-06-24 04:00:16,227,2022-06-24
4443,BIA,https://open.spotify.com/artist/6veh5zbFpm31XsPdjBgPER,Solitude (with BIA & Lucky Daye),Solitude (with BIA & Lucky Daye),single,spotify:track:2cjhbrRCiUwRWL2PDPpDAu,0.693,0.833,11.0,-5.832,0.0736,0.00186,0.00513,0.413,0.452,120.025,174477.0,1555113.0,2022-12-02 05:00:03,66,2022-12-02
4444,BIA,https://open.spotify.com/artist/6veh5zbFpm31XsPdjBgPER,CAN'T TOUCH THIS - R3HAB Remix,CAN'T TOUCH THIS (R3HAB Remix),single,spotify:track:2m4k5snVJgpZ7yPYKnw1Wm,0.782,0.951,1.0,-5.809,0.139,0.0854,0.000126,0.268,0.694,125.953,123214.0,7201061.0,2022-01-11 17:00:08,391,2021-12-31
4454,Dawid Podsiadło,https://open.spotify.com/artist/6EB8VE9f7Ut6NOgviN6gDW,mori,Lata Dwudzieste,album,spotify:track:2yxPqxHbj1L7vrCpHLtAcG,0.37,0.497,6.0,-7.579,0.0501,0.634,0.0,0.154,0.101,125.032,194827.0,15761038.0,2022-10-20 10:02:41,109,2022-10-21
4455,Dawid Podsiadło,https://open.spotify.com/artist/6EB8VE9f7Ut6NOgviN6gDW,Let You Down,Let You Down,single,spotify:track:1qpGMJi0ippCaMUOs7cz2q,0.326,0.369,0.0,-8.003,0.0272,0.168,0.0477,0.111,0.0776,110.046,227047.0,19702084.0,2022-09-12 16:00:18,147,2022-09-12
4456,Dawid Podsiadło,https://open.spotify.com/artist/6EB8VE9f7Ut6NOgviN6gDW,To co masz Ty!,Lata Dwudzieste,album,spotify:track:5GdFPcbGDQqtbVO2jl6Ez5,0.663,0.811,0.0,-6.614,0.0301,0.0103,5.35e-06,0.21,0.937,119.03,215453.0,13648947.0,2022-10-07 10:00:22,122,2022-10-21
4457,Dawid Podsiadło,https://open.spotify.com/artist/6EB8VE9f7Ut6NOgviN6gDW,ostatnia nadzieja,UCZTA,album,spotify:track:2KTfSSKBBfMLXwDqrtoOE5,0.688,0.721,4.0,-7.931,0.0326,0.126,0.000247,0.583,0.493,104.973,225768.0,38368540.0,2022-04-14 18:15:01,298,2022-04-14
4458,Dawid Podsiadło,https://open.spotify.com/artist/6EB8VE9f7Ut6NOgviN6gDW,O czym śnisz?,Lata Dwudzieste,album,spotify:track:3DT74w83RPPACZ2TvqX5PY,0.551,0.837,1.0,-8.54,0.0406,0.0171,0.105,0.113,0.765,165.028,205600.0,7002674.0,2022-10-20 10:07:20,109,2022-10-21
4460,Dawid Podsiadło,https://open.spotify.com/artist/6EB8VE9f7Ut6NOgviN6gDW,WiRUS,Lata Dwudzieste,album,spotify:track:46AOp2btoGZVXeKSQvsFbZ,0.696,0.575,8.0,-7.371,0.0339,0.00326,1.11e-05,0.816,0.836,123.989,212627.0,5937046.0,2022-10-20 10:02:18,109,2022-10-21
4461,Dawid Podsiadło,https://open.spotify.com/artist/6EB8VE9f7Ut6NOgviN6gDW,Halo,Lata Dwudzieste,album,spotify:track:1LnwlSer3ls18ishQPDIJb,0.601,0.521,10.0,-7.149,0.0294,0.31,0.000213,0.0843,0.822,169.953,232680.0,4285418.0,2022-10-20 10:01:51,109,2022-10-21
4463,Dawid Podsiadło,https://open.spotify.com/artist/6EB8VE9f7Ut6NOgviN6gDW,D I A B L E,Lata Dwudzieste,album,spotify:track:0K0r4umLd6ssfXIu1MjjYI,0.754,0.72,9.0,-6.312,0.0292,0.0887,8.13e-05,0.0888,0.794,114.001,219467.0,4548056.0,2022-10-20 10:03:31,109,2022-10-21
4475,John Newman,https://open.spotify.com/artist/34v5MVKeQnIo0CWYMbbrPf,Gone,Gone,single,spotify:track:3jTk3JX7wN0CO60welQgnJ,0.706,0.686,7.0,-9.129,0.0835,0.0852,1.63e-05,0.187,0.52,142.021,156058.0,1621834.0,2022-10-14 17:14:07,115,2022-10-14
4479,John Newman,https://open.spotify.com/artist/34v5MVKeQnIo0CWYMbbrPf,Waiting For A Lifetime,Waiting For A Lifetime,single,spotify:track:1Wm5An0CgcaLHkxtPYopfT,0.561,0.93,10.0,-3.593,0.035,0.0675,2.9e-05,0.201,0.542,122.991,172026.0,4912500.0,2022-01-14 00:00:14,388,2022-01-14
4481,Rich The Kid,https://open.spotify.com/artist/1pPmIToKXyGdsCF6LmqLmI,WHO ELSE! (feat. Rich The Kid),MANSION MUSIK,album,spotify:track:2DwpWpMpobs1jHbLKrDeUm,0.481,0.829,10.0,-4.003,0.0515,0.0024,0.0,0.17,0.0619,158.941,147925.0,1189152.0,2023-01-20 05:00:27,17,2023-01-20
4482,Rich The Kid,https://open.spotify.com/artist/1pPmIToKXyGdsCF6LmqLmI,No More Friends,No More Friends,single,spotify:track:2kMuUWfsueRPYWxyaTSHd8,0.645,0.842,5.0,-3.023,0.0983,0.00816,0.0,0.396,0.237,150.039,121600.0,2167065.0,2022-12-16 05:10:33,52,2022-12-16
4485,Rich The Kid,https://open.spotify.com/artist/1pPmIToKXyGdsCF6LmqLmI,Motion,Motion,single,spotify:track:6excfi52hCKksRlRt55VH2,0.859,0.461,1.0,-8.033,0.404,0.074,0.0,0.111,0.337,83.992,127232.0,2867395.0,2022-11-14 16:58:10,84,2022-11-14
4486,Rich The Kid,https://open.spotify.com/artist/1pPmIToKXyGdsCF6LmqLmI,Where's Dexter,Where's Dexter,single,spotify:track:0w3eAG8vNPSulwDOR1Th9F,0.709,0.675,2.0,-5.915,0.284,0.0594,0.0,0.115,0.397,137.983,139130.0,646191.0,2023-01-20 17:00:19,17,2023-01-20
4493,Tinashe,https://open.spotify.com/artist/0NIIxcxNHmOoyBx03SfTCD,"New To You (with Normani, Tinashe & Offset)",Funk Wav Bounces Vol. 2,album,spotify:track:5Axapk6xMmSHK2A75EZiYo,0.728,0.707,8.0,-5.09,0.0435,0.371,0.00107,0.138,0.802,96.017,302613.0,20114029.0,2022-07-29 04:00:01,192,2022-08-05
4495,Tinashe,https://open.spotify.com/artist/0NIIxcxNHmOoyBx03SfTCD,Naturally,333 (Deluxe),album,spotify:track:3pIGVPZfTE7GCzT07XDcY6,0.62,0.63,10.0,-5.578,0.198,0.171,0.0,0.0824,0.543,85.42,194821.0,9701786.0,2022-02-14 16:00:09,357,2022-03-03
4498,Tinashe,https://open.spotify.com/artist/0NIIxcxNHmOoyBx03SfTCD,X,333,album,spotify:track:3LUvWNx3ceBjsOeuDOMEsl,0.868,0.721,5.0,-5.733,0.0443,0.0835,9.11e-05,0.0759,0.964,135.004,171153.0,15507196.0,2022-01-21 05:00:11,381,2021-08-06
4499,Tinashe,https://open.spotify.com/artist/0NIIxcxNHmOoyBx03SfTCD,Scandalous (with Tinashe),Alive,album,spotify:track:4ThOZ5HXGvCfUbptEJRzyF,0.671,0.897,0.0,-5.897,0.0716,0.00895,0.0113,0.111,0.232,116.973,159253.0,4864061.0,2022-10-07 16:00:09,122,2022-11-04
4505,Fiersa Besari,https://open.spotify.com/artist/06QVnTCdjs4jPKO0487EGV,Seperti Kita Dulu,Berjalan Mundur,album,spotify:track:67OG3exhOS5t3K2X4tJaK5,0.58,0.43,1.0,-7.819,0.0284,0.665,0.0,0.121,0.319,143.041,275691.0,1452542.0,2022-11-10 17:28:00,88,2022-11-11
4506,Ozuna,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,Monotonía,Monotonía,single,spotify:track:6G12ZafqofSq7YtrMqUm76,0.873,0.695,0.0,-4.207,0.0459,0.419,1.23e-06,0.211,0.823,131.963,158805.0,220692224.0,2022-10-20 00:00:11,109,2022-10-19
4507,Ozuna,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,Hey Mor,OzuTochi,album,spotify:track:1zsPaEkglFvxjAhrM8yhpr,0.901,0.589,1.0,-6.713,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600.0,286106284.0,2022-10-13 21:00:08,116,2022-10-07
4509,Ozuna,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,CHAO BEBE,CHAO BEBE,single,spotify:track:2caVKAWz7oM5Hw3LDWWVnQ,0.869,0.74,5.0,-4.699,0.108,0.649,7.95e-06,0.135,0.598,117.949,206499.0,15102880.0,2022-12-29 23:00:12,39,2022-12-29
4513,Ozuna,https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY,Nos Comemos (feat. Ozuna),Nos Comemos (feat. Ozuna),single,spotify:track:6ojZtz3sZr6ynvejLOqgCj,0.827,0.819,6.0,-3.701,0.052,0.1,0.0,0.089,0.562,92.017,191087.0,120188538.0,2022-06-02 22:00:26,249,2022-06-02
4516,Oliver Tree,https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe,Miss You,Miss You,single,spotify:track:73vIOb4Q7YN6HeJTbscRx5,0.587,0.742,6.0,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007,206000.0,307823532.0,2022-10-27 15:00:08,102,2022-08-05
4517,Oliver Tree,https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe,WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,WORTH NOTHING (Fast and Furious: Drift Tape/Phonk Vol 1),single,spotify:track:5Zlb01Jcn0Ld49zazzZJSB,0.604,0.601,2.0,-7.887,0.0628,0.15,0.000579,0.168,0.156,139.88,164629.0,103203745.0,2022-12-16 06:39:10,52,2022-09-28
4518,Oliver Tree,https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe,Miss You - Sped Up Version,Miss You (Sped Up Version),single,spotify:track:4pH8cIlMI9NrTWcDiQbuRe,0.527,0.66,0.0,-10.692,0.0877,0.0141,0.0185,0.156,0.283,173.979,171702.0,60382403.0,2022-11-16 17:00:07,82,2022-10-17
4520,Oliver Tree,https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe,Sick of U (with Oliver Tree),Sick of U,single,spotify:track:5IXdkgrT4lb9sKIb8tbOQ3,0.676,0.814,0.0,-3.213,0.0585,0.277,0.0,0.0953,0.601,92.554,168676.0,44129835.0,2022-10-06 16:00:11,123,2022-09-30
4521,Oliver Tree,https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe,Voices (feat. Oliver Tree),Voices (feat. Oliver Tree),single,spotify:track:2LWJ0zNei0z2WjHHwSNUkx,0.729,0.549,2.0,-5.332,0.0292,0.0865,0.0,0.0951,0.624,95.012,188575.0,2559460.0,2023-01-31 16:04:31,6,2023-01-27
4523,Oliver Tree,https://open.spotify.com/artist/6TLwD7HPWuiOzvXEa3oCNe,Jerk - Sped Up Version,Jerk (Sped Up Version),single,spotify:track:6Vq3tnOG1MlYklLVRpX1D8,0.631,0.705,2.0,-3.61,0.0332,0.0655,0.000642,0.271,0.245,103.998,103909.0,4206619.0,2022-12-20 19:18:00,48,2022-12-14
4525,Sebastian Yatra,https://open.spotify.com/artist/07YUOmWljBTXwIseAUd9TW,Ojos Marrones - Con Sebastián Yatra,Ojos Marrones (Con Sebastián Yatra),single,spotify:track:2GQclWZHwE4fMdqShvOPWU,0.787,0.662,8.0,-4.285,0.0372,0.0648,0.0,0.133,0.79,119.983,198880.0,67028556.0,2022-09-21 22:00:09,138,2022-08-24
