index,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Stream,upload_date,dias_na_plataforma,spotify_upload
3402,Feid,https://open.spotify.com/artist/2LRoIwlKmHjgvigdNGBHNo,Prohibidox,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,album,spotify:track:3PpWCS95gDUDRPko3u1MZ9,0.647,0.801,1.0,-2.946,0.249,0.0451,0.0,0.0628,0.517,180.108,166253.0,105044064.0,2022-10-16 16:00:09,113,2022-09-14
3403,Feid,https://open.spotify.com/artist/2LRoIwlKmHjgvigdNGBHNo,La Pasamos CXBRXN,SIXDO,single,spotify:track:672zDo2nzWSoIIQ7zD5kuj,0.785,0.734,6.0,-4.686,0.0778,0.117,1.13e-06,0.185,0.561,94.049,228640.0,27624708.0,2022-12-02 00:00:07,66,2022-12-02
3404,Anuel AA,https://open.spotify.com/artist/2R21vXR83lH98kGeO99Y66,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),single,spotify:track:6DoL1yYIwEW7VZMRaJhoJI,0.795,0.845,9.0,-3.809,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920.0,261092249.0,2022-05-20 00:00:03,262,2022-05-20
3405,Anuel AA,https://open.spotify.com/artist/2R21vXR83lH98kGeO99Y66,La Máquina,LLNM2,album,spotify:track:35ns1WEurw3MVlHJjHwNWQ,0.799,0.775,11.0,-5.869,0.077,0.0308,0.00526,0.309,0.605,95.027,296907.0,24745466.0,2022-12-09 05:00:02,59,2022-12-09
3412,Anuel AA,https://open.spotify.com/artist/2R21vXR83lH98kGeO99Y66,¿Qué Nos Pasó?,¿Qué Nos Pasó?,single,spotify:track:7k3qWn8D43a5ISa3x8lJux,0.703,0.694,3.0,-4.808,0.0607,0.436,5.8e-06,0.12,0.298,95.0,245739.0,62100918.0,2022-05-27 00:00:17,255,2022-05-26
3413,Robin Schulz,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S,Miss You,Miss You,single,spotify:track:73vIOb4Q7YN6HeJTbscRx5,0.587,0.742,6.0,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007,206000.0,307823532.0,2022-10-27 15:00:08,102,2022-08-05
3418,Robin Schulz,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S,On Repeat,On Repeat,single,spotify:track:4xbXuRfZ2ZLktw5QEdGYnX,0.609,0.801,1.0,-8.483,0.0694,0.0246,0.00255,0.37,0.202,122.958,190217.0,41503198.0,2022-06-22 17:00:16,229,2022-05-06
3419,Robin Schulz,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S,Sun Will Shine,Sun Will Shine,single,spotify:track:6bp0sJ0l3Ab3ZU0aktsYCf,0.534,0.714,6.0,-6.347,0.0629,0.00633,0.0,0.0879,0.415,125.99,201701.0,21510634.0,2022-07-29 15:00:17,192,2022-07-29
3420,Robin Schulz,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S,AEIOU,AEIOU,single,spotify:track:1c2vVx6knoiZHXbJJ9Mk8L,0.689,0.856,5.0,-3.394,0.0813,0.0493,0.0,0.232,0.706,126.108,161881.0,30824181.0,2022-07-22 10:02:44,199,2022-06-23
3422,Robin Schulz,https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S,In Your Arms (For An Angel),In Your Arms (For An Angel),single,spotify:track:5WOnsi0Bug74LmhxcPfKvR,0.694,0.828,11.0,-4.653,0.0336,0.0399,0.0,0.0796,0.407,126.002,150476.0,48476423.0,2022-01-27 23:00:11,375,2022-01-28
3423,Meghan Trainor,https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz,Made You Look,Takin' It Back,album,spotify:track:0QHEIqNKsMoOY5urbzN48u,0.838,0.525,10.0,-3.562,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256.0,269188318.0,2022-10-21 12:00:26,108,2022-10-21
3432,Meghan Trainor,https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz,Don't I Make It Look Easy,Takin' It Back,album,spotify:track:0EH80ahvwYhuDZbRKUSkbW,0.628,0.742,0.0,-4.51,0.0668,0.0624,0.0,0.274,0.829,148.756,154888.0,23017127.0,2022-09-09 18:00:02,150,2022-10-21
3434,A$AP Rocky,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),HEROES & VILLAINS,album,spotify:track:3SsJ17EnPIu1B4GZshqjIS,0.491,0.77,5.0,-6.018,0.308,0.112,0.0,0.319,0.37,177.977,189427.0,32268208.0,2022-12-02 06:35:38,66,2022-12-02
3437,A$AP Rocky,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],single,spotify:track:7jQkiAaa4XYYsPH3rcfcWo,0.803,0.889,8.0,-6.545,0.0439,0.189,0.653,0.13,0.876,147.983,163515.0,15235749.0,2022-11-18 13:19:53,80,2022-11-18
3445,Childish Gambino,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,III. Urn,Because the Internet,album,spotify:track:1wYIv0ySOwjMFWLOtrgtbo,0.59,0.446,0.0,-12.759,0.0731,0.621,0.00235,0.0731,0.399,140.081,73387.0,47615092.0,2022-10-02 10:12:15,127,2013-12-10
3451,Anderson .Paak,https://open.spotify.com/artist/3jK9MiCrA42lLAdMGUZpwa,Coast (feat. Anderson .Paak),Coast,single,spotify:track:1l4iQsOZ5sOXZPMQLvouaB,0.701,0.875,11.0,-4.1,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720.0,57210271.0,2022-11-11 17:00:09,87,2022-07-29
3454,Anderson .Paak,https://open.spotify.com/artist/3jK9MiCrA42lLAdMGUZpwa,Where I Go (feat. H.E.R.),Where I Go (feat. H.E.R.),single,spotify:track:3MlQPB0wJuopo3NTZGlMpI,0.62,0.396,1.0,-15.498,0.206,0.735,0.000985,0.0976,0.774,87.865,201027.0,11989732.0,2022-10-19 16:00:11,110,2022-10-19
3458,blackbear,https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM,IDGAF (with blackbear),Serotonin Dreams,album,spotify:track:4ZUpTMKPYFTfJqamWFU9Zv,0.782,0.728,5.0,-5.93,0.0768,0.427,0.0,0.25,0.876,97.975,140667.0,152547498.0,2022-03-18 04:00:24,325,2022-05-06
3461,blackbear,https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM,make up sex (feat. blackbear),mainstream sellout,album,spotify:track:50eJOxJiGmJ7PBZaTKpje1,0.665,0.678,5.0,-4.122,0.0315,0.00156,0.0,0.474,0.682,131.986,122570.0,67878913.0,2022-03-29 18:00:09,314,2022-03-25
3462,blackbear,https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM,gfy (with Machine Gun Kelly),in loving memory,album,spotify:track:4nvGIQPgLnWWJUJrnRsIOX,0.744,0.732,8.0,-3.036,0.0522,0.0264,0.0,0.352,0.387,121.086,174067.0,34469455.0,2022-05-27 04:00:11,255,2022-08-26
3464,Justin Quiles,https://open.spotify.com/artist/14zUHaJZo1mnYtn6IBRaRP,Whiskey y Coco,Whiskey y Coco,single,spotify:track:0otoSS2m3QjbDLzsHMobgK,0.755,0.768,8.0,-4.032,0.145,0.112,6.49e-06,0.203,0.617,176.006,186477.0,10479067.0,2023-01-13 00:00:06,24,2023-01-12
3466,Justin Quiles,https://open.spotify.com/artist/14zUHaJZo1mnYtn6IBRaRP,La Esquina del Mall,La Esquina del Mall,single,spotify:track:3WtymOJb6mGqTzU9wlRzck,0.701,0.628,6.0,-5.026,0.293,0.243,0.0,0.333,0.777,189.893,207388.0,17950239.0,2022-10-06 23:00:11,123,2022-10-06
3470,Justin Quiles,https://open.spotify.com/artist/14zUHaJZo1mnYtn6IBRaRP,AEIOU,AEIOU,single,spotify:track:1c2vVx6knoiZHXbJJ9Mk8L,0.689,0.856,5.0,-3.394,0.0813,0.0493,0.0,0.232,0.706,126.108,161881.0,30824181.0,2022-06-23 22:59:36,228,2022-06-23
3472,Justin Quiles,https://open.spotify.com/artist/14zUHaJZo1mnYtn6IBRaRP,Envolver Remix,Envolver Remix,single,spotify:track:4B7mXGdCLQFulSxPTIEjPu,0.824,0.819,4.0,-4.336,0.0786,0.125,2.45e-05,0.137,0.616,92.001,182863.0,62023519.0,2022-02-18 01:00:31,353,2022-02-17
3473,Sabrina Carpenter,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B,Nonsense,emails i can't send,album,spotify:track:6dgUya35uo964z7GZXM07g,0.74,0.697,8.0,-4.912,0.034,0.0268,0.0,0.224,0.732,138.992,163648.0,102089792.0,2022-11-11 02:30:08,87,2022-07-15
3474,Sabrina Carpenter,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B,because i liked a boy,emails i can't send,album,spotify:track:32FhTAAjKZaBein150o3Px,0.386,0.592,11.0,-7.299,0.374,0.363,0.0,0.117,0.161,146.879,196458.0,45699564.0,2022-07-15 04:00:09,206,2022-07-15
3476,Sabrina Carpenter,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B,emails i can’t send,emails i can't send,album,spotify:track:2qLyo5FeWquE7HBUbcVnEy,0.515,0.387,7.0,-10.614,0.192,0.757,0.0,0.622,0.408,86.313,104408.0,25992876.0,2022-07-15 04:00:05,206,2022-07-15
3479,Sabrina Carpenter,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B,A Nonsense Christmas,A Nonsense Christmas,single,spotify:track:7yogx3TwxGwSxO2QITsT2q,0.722,0.75,8.0,-4.051,0.0445,0.00768,0.0,0.128,0.57,139.019,153100.0,11987615.0,2022-12-13 20:00:26,55,2022-12-07
3480,Sabrina Carpenter,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B,Vicious,emails i can't send,album,spotify:track:6Alp15t6urC4opjJiyOqZu,0.721,0.457,0.0,-6.916,0.159,0.308,0.0,0.258,0.63,129.98,149891.0,26416876.0,2022-07-01 04:00:28,220,2022-07-15
3481,Sabrina Carpenter,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B,Nonsense - Sped Up Version,Nonsense (Sped Up Version),single,spotify:track:5KeI897tZgjezHKvxlaOaR,0.541,0.844,11.0,-2.471,0.142,0.0309,0.0,0.689,0.604,165.931,137515.0,6225140.0,2022-11-14 19:05:49,84,2022-11-14
3484,PARTYNEXTDOOR,https://open.spotify.com/artist/2HPaUgqeutzr3jx5a9WyDV,Her Old Friends,Her Old Friends,single,spotify:track:4SBZis6PQh5N40Zv9ro3Ti,0.607,0.523,4.0,-7.425,0.0528,0.326,0.0,0.128,0.0781,105.018,256117.0,3965259.0,2023-01-13 05:00:07,24,2023-01-13
3492,Russ,https://open.spotify.com/artist/1z7b1Pr1rSlvWRzsW3HOrS,PUT YOU ON GAME,PUT YOU ON GAME,single,spotify:track:31UEIDEnR72bsUiavstcof,0.805,0.692,10.0,-2.142,0.301,0.273,0.0,0.126,0.601,145.904,159452.0,6096748.0,2023-01-06 05:00:16,31,2023-01-06
3496,Russ,https://open.spotify.com/artist/1z7b1Pr1rSlvWRzsW3HOrS,Are You Entertained (feat. Ed Sheeran),Are You Entertained (feat. Ed Sheeran),single,spotify:track:5bLGQqcpsz5ISWeihZfJnR,0.587,0.61,10.0,-6.881,0.234,0.0402,0.0,0.167,0.556,130.063,156083.0,43758679.0,2022-07-22 04:00:08,199,2022-07-22
3498,Russ,https://open.spotify.com/artist/1z7b1Pr1rSlvWRzsW3HOrS,HANDSOMER (Remix) (Feat. Ktlyn),HANDSOMER (Remix) (Feat. Ktlyn),single,spotify:track:0vp1sk3FzuDBeLMLcRhQdL,0.891,0.62,8.0,-6.822,0.157,0.176,1.59e-06,0.103,0.535,82.035,143415.0,51325058.0,2022-05-25 20:00:09,257,2022-03-09
3507,DJ Snake,https://open.spotify.com/artist/540vIaP2JwjQb9dm3aArA4,Guddi Riddim,Guddi Riddim,single,spotify:track:5yN3wXc6fvM5SPTFjL6c4G,0.72,0.978,9.0,-4.495,0.0595,0.00147,0.819,0.0283,0.196,127.984,210000.0,4432232.0,2023-01-06 00:43:10,31,2022-12-20
3521,Tyler Childers,https://open.spotify.com/artist/13ZEDW6vyBF12HYcZRr4EV,Way of the Triune God - Hallelujah Version,Can I Take My Hounds to Heaven?,album,spotify:track:2BJy4svtrGACqRB5BFLOK6,0.696,0.583,10.0,-6.384,0.0307,0.629,0.0,0.123,0.543,79.057,208813.0,14409735.0,2022-09-30 04:00:14,129,2022-09-30
3534,Sid Sriram,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,"Ennai Vittu (From ""Love Today"")","Ennai Vittu (From ""Love Today"")",single,spotify:track:3LP4QpKptfe2yEC7oG5iNa,0.602,0.388,0.0,-12.098,0.0536,0.334,3.7e-05,0.126,0.3,140.006,244669.0,21980285.0,2022-08-12 12:33:23,178,2022-08-12
3535,Sid Sriram,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,Urike Urike,"Urike Urike (From ""Hit 2"") - Single",single,spotify:track:7dT21sIYXtxJpIEBIdUSuu,0.567,0.369,1.0,-9.413,0.0453,0.377,0.0,0.0939,0.179,113.341,275625.0,7517806.0,2022-11-10 05:35:10,88,2022-11-11
3537,Sid Sriram,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,"Kanja Poovu Kannala (From ""Viruman"")","Kanja Poovu Kannala (From ""Viruman"")",single,spotify:track:78tblPcz2otRZd1VOeU7zz,0.72,0.692,8.0,-6.354,0.0894,0.291,0.0,0.177,0.52,110.011,237559.0,35093727.0,2022-08-26 06:30:28,164,2022-05-25
3539,Sid Sriram,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")","Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",single,spotify:track:1AzNN19lPYC68iacrbWL8X,0.556,0.521,6.0,-10.811,0.0321,0.632,0.000582,0.102,0.355,127.956,332702.0,49525414.0,2022-01-31 16:27:42,371,2020-09-02
3540,Sid Sriram,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,"Kalaavathi (From ""Sarkaru Vaari Paata"")","Kalaavathi (From ""Sarkaru Vaari Paata"") - Single",single,spotify:track:0RjQR5QfKREKE9wQki8spV,0.392,0.574,5.0,-5.744,0.0336,0.627,0.0,0.532,0.446,65.528,242322.0,38063341.0,2022-06-14 11:32:08,237,2022-02-14
3541,Sid Sriram,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,Kalalo Kooda,Liger (Telugu) [Original Motion Picture Soundtrack],compilation,spotify:track:5Tn2aBp45QypSmCpmhKtJN,0.724,0.596,5.0,-6.58,0.0289,0.651,0.0,0.0692,0.605,108.011,246806.0,5493570.0,2022-08-30 06:30:11,160,2022-08-27
3550,Takeoff,https://open.spotify.com/artist/3EW0kQ1skZiK1NHg3Spt9J,HOTEL LOBBY (Unc & Phew),Only Built For Infinity Links,album,spotify:track:4vVjPTApwXZwB2H3mBq3ml,0.825,0.649,11.0,-4.297,0.169,0.117,0.0,0.232,0.143,127.978,142657.0,154476023.0,2022-06-17 17:00:11,234,2022-10-07
3551,Takeoff,https://open.spotify.com/artist/3EW0kQ1skZiK1NHg3Spt9J,HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,single,spotify:track:1qA7crrPzO702kDZgRAhyk,0.859,0.548,10.0,-6.59,0.197,0.041,0.0,0.204,0.112,127.958,165581.0,15785152.0,2022-06-17 17:00:11,234,2022-06-18
3554,Takeoff,https://open.spotify.com/artist/3EW0kQ1skZiK1NHg3Spt9J,Us vs. Them (feat Gucci Mane),Only Built For Infinity Links,album,spotify:track:6r2PaBZIavwabuTkIGZ9mQ,0.729,0.482,1.0,-8.152,0.0806,0.00154,3.23e-06,0.161,0.292,150.004,216000.0,22372684.0,2022-07-29 04:00:10,192,2022-10-07
3560,Troye Sivan,https://open.spotify.com/artist/3WGpXCj9YhhfX11TToZcXP,You Know What I Need,You Know What I Need,single,spotify:track:5PQFmB2xhRkJTUWDKccBoP,0.768,0.896,6.0,-3.501,0.0969,0.0152,0.0,0.0412,0.829,109.959,170000.0,9247209.0,2022-12-02 08:00:10,66,2022-12-02
3565,Tulus,https://open.spotify.com/artist/2iDVt6mFbtbDEZG5ax0dTi,Hati-Hati di Jalan,Manusia,album,spotify:track:2hHeGD57S0BcopfVcmehdl,0.643,0.436,6.0,-11.322,0.0357,0.702,0.0889,0.115,0.755,71.969,242000.0,168838890.0,2022-04-10 13:00:12,302,2022-03-03
3567,Tulus,https://open.spotify.com/artist/2iDVt6mFbtbDEZG5ax0dTi,Interaksi,Manusia,album,spotify:track:32Pdf9eyXDEMoClEJW6yYP,0.464,0.344,9.0,-8.302,0.033,0.778,1.23e-06,0.132,0.751,177.713,170000.0,63782772.0,2022-03-03 04:25:34,340,2022-03-03
3569,Tulus,https://open.spotify.com/artist/2iDVt6mFbtbDEZG5ax0dTi,Diri,Manusia,album,spotify:track:2qgjqbi96IAOBzZFC6H57U,0.576,0.289,5.0,-9.389,0.0261,0.838,8.63e-05,0.085,0.485,96.103,240000.0,71370123.0,2022-03-03 03:25:28,340,2022-03-03
3576,AJR,https://open.spotify.com/artist/6s22t5Y3prQHyaHWUN1R1C,The DJ Is Crying For Help,The DJ Is Crying For Help,single,spotify:track:2fihoO76h66Hio6noF4tQD,0.544,0.652,11.0,-6.938,0.0527,0.346,1.71e-06,0.114,0.519,145.039,220571.0,9910649.0,2022-11-18 15:00:07,80,2022-11-18
3585,Bastille,https://open.spotify.com/artist/7EQ0qTo7fWT7DPxmxtSYEc,Run Into Trouble,Run Into Trouble,single,spotify:track:5C2mUkFTs51bizl4LAaqRy,0.621,0.885,6.0,-4.593,0.0415,0.265,0.0,0.0719,0.411,117.021,182564.0,22888543.0,2022-04-15 15:00:16,297,2022-04-01
3596,C. Tangana,https://open.spotify.com/artist/5TYxZTjIPqKM8K8NuP9woO,Una y Mil Veces - Rumba,Quejíos de un Maleante,album,spotify:track:4YAG42qaFkNh2ja6S3g1DM,0.804,0.868,11.0,-4.069,0.143,0.048,0.0,0.149,0.562,108.03,200251.0,17037256.0,2022-10-06 22:00:11,123,2022-11-24
3608,Clean Bandit,https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM,Everything But You (feat. A7S),Everything But You (feat. A7S),single,spotify:track:2wVQcA1YCuGL6EW0QbgVoV,0.679,0.764,6.0,-5.301,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,198015.0,40233392.0,2022-03-16 15:00:36,327,2022-02-18
3610,Clean Bandit,https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM,Don't Leave Me Lonely,Don't Leave Me Lonely,single,spotify:track:4uZKz3TLaSEY4vVb86jyAp,0.687,0.719,6.0,-6.167,0.212,0.684,6.67e-05,0.125,0.186,139.963,172987.0,6550714.0,2022-12-22 15:30:11,46,2022-10-21
3611,Aleman,https://open.spotify.com/artist/4QFG9KrGWEbr6hNA58CAqE,Delivery,Delivery,single,spotify:track:1ZxJvq28DUmAFZxt9lU7n6,0.699,0.58,11.0,-6.753,0.527,0.283,0.0,0.0926,0.706,83.759,209736.0,9606254.0,2022-12-09 05:00:09,59,2022-12-09
3612,Aleman,https://open.spotify.com/artist/4QFG9KrGWEbr6hNA58CAqE,Mírame Ma,Huracán,album,spotify:track:6F4Q1QRbspGB4MrJHT1H1i,0.797,0.53,10.0,-6.595,0.306,0.278,0.0,0.145,0.637,85.99,181925.0,51094074.0,2022-09-16 03:00:11,143,2021-11-18
3616,Aleman,https://open.spotify.com/artist/4QFG9KrGWEbr6hNA58CAqE,Grillz,Grillz,single,spotify:track:3NYmQgmnd2nDeRfq5vQbyu,0.618,0.601,9.0,-5.922,0.201,0.424,0.0,0.105,0.531,82.588,192527.0,6141533.0,2022-11-04 06:00:10,94,2022-11-04
3625,Natti Natasha,https://open.spotify.com/artist/1GDbiv3spRmZ1XdM1jQbT7,Mayor Que Usted,Mayor Que Usted,single,spotify:track:7d7aPD2oxuzjhOZnu4Dj23,0.625,0.839,6.0,-4.824,0.0927,0.00762,2.35e-05,0.464,0.771,184.08,233520.0,87208105.0,2022-11-16 00:27:16,82,2022-06-17
3628,Natti Natasha,https://open.spotify.com/artist/1GDbiv3spRmZ1XdM1jQbT7,TO' ESTO ES TUYO,TO' ESTO ES TUYO,single,spotify:track:3sFGJUJ4Dk8WYsahfZaPgM,0.754,0.789,11.0,-4.812,0.0439,0.00111,0.266,0.0653,0.331,126.036,193094.0,6079518.0,2022-12-09 00:59:02,59,2022-12-08
3629,Natti Natasha,https://open.spotify.com/artist/1GDbiv3spRmZ1XdM1jQbT7,LOKITA,LOKITA,single,spotify:track:48mGOtVuxLr7sq8jZpWLxi,0.769,0.843,9.0,-3.782,0.0898,0.317,9.87e-06,0.0876,0.742,96.045,193295.0,18189846.0,2022-09-30 04:00:59,129,2022-09-30
3635,Topic,https://open.spotify.com/artist/0u6GtibW46tFX7koQ6uNJZ,Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),single,spotify:track:3kcKlOkQQEPVwxwljbGJ5p,0.623,0.727,11.0,-5.57,0.0562,0.184,2.02e-05,0.309,0.4,125.975,165800.0,75960116.0,2022-08-09 13:00:11,181,2022-06-17
3638,Topic,https://open.spotify.com/artist/0u6GtibW46tFX7koQ6uNJZ,All Or Nothing,All Or Nothing,single,spotify:track:2AcKLW30dJ03qXsGU3RehH,0.598,0.783,5.0,-3.908,0.0392,0.173,0.0,0.0696,0.396,126.018,147973.0,7168768.0,2022-12-16 11:00:09,52,2022-12-16
3642,Topic,https://open.spotify.com/artist/0u6GtibW46tFX7koQ6uNJZ,In Your Arms (For An Angel),In Your Arms (For An Angel),single,spotify:track:5WOnsi0Bug74LmhxcPfKvR,0.694,0.828,11.0,-4.653,0.0336,0.0399,0.0,0.0796,0.407,126.002,150476.0,48476423.0,2022-01-27 23:00:11,375,2022-01-28
3643,Topic,https://open.spotify.com/artist/0u6GtibW46tFX7koQ6uNJZ,Solo Para Ti,Solo Para Ti,single,spotify:track:2uAgZ0PelSImQe3BME9CiT,0.721,0.806,5.0,-6.279,0.0549,0.146,0.000319,0.341,0.753,120.038,198107.0,28882352.0,2022-04-22 15:00:29,290,2022-04-22
3645,Mabel Matiz,https://open.spotify.com/artist/1dpqJqIuNqideTvmxBsSku,Antidepresan,Antidepresan,single,spotify:track:4OH5Cd8ZOI1eSgJSC9PYmU,0.7,0.589,11.0,-9.974,0.0281,0.0297,1.4e-05,0.0987,0.915,100.014,240125.0,80782399.0,2022-11-03 20:06:01,95,2022-11-04
3646,Mabel Matiz,https://open.spotify.com/artist/1dpqJqIuNqideTvmxBsSku,Karakol,Karakol,single,spotify:track:6qrAFnjBZfEd4jbCaKpf5w,0.538,0.583,4.0,-9.371,0.0323,0.424,7.08e-05,0.119,0.39,104.912,273200.0,19272678.0,2022-06-30 18:29:11,221,2022-07-01
3648,Mabel Matiz,https://open.spotify.com/artist/1dpqJqIuNqideTvmxBsSku,Fan,Fan,single,spotify:track:6Trva7pHXIFHRa5QaGLGdK,0.674,0.774,8.0,-7.333,0.0499,0.0935,0.0,0.0308,0.963,95.005,217680.0,9929675.0,2022-09-01 18:59:10,158,2022-09-01
3652,Mabel Matiz,https://open.spotify.com/artist/1dpqJqIuNqideTvmxBsSku,Hanfendi,Hanfendi,single,spotify:track:1s2T2quJhHEbA0BgQr30DE,0.654,0.631,10.0,-8.345,0.0357,0.0652,0.0,0.0945,0.301,84.011,218569.0,14085087.0,2022-01-27 20:59:18,375,2022-01-28
